title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Warehouse Manager,DIRECT SEARCH ASIA PTE. LTD.,MCF-2023-0718325,"TRIVEX, 8 BURN ROAD 369977",Full Time,Manager,10 years exp,Logistics / Supply Chain,"['$4,000to$6,000']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Lead the planning and setup of a new warehouse, focusing on efficient space utilization and material flow. Facilitate the implementation of the SAP module and establish standard operating procedures. Develop a skilled team of material handlers to support warehouse operations.
Supervise the Warehouse team in handling various tasks, including receiving, inspection, and management of defective goods, as well as issuing raw materials to Production. Ensure that the Warehouse operation complies with Environment, Health, and Safety (EHS) regulations.
Maintain high inventory accuracy through regular cycle counts, adhering to established schedules and guidelines. Investigate and understand inventory variances, implementing improvements as needed.
Utilize SAP, FIFO, and the Kanban system to manage inventory efficiently, monitor obsolescence, and drive inventory reduction in collaboration with the Materials Management team.
Optimize the layout of the warehouse to ensure effective use of space and proper storage of products while closely monitoring inventory levels.
Take responsibility for inbound logistics, arranging the cost-effective and efficient movement of goods in compliance with organizational policies and relevant customs laws and processes.
Devise and implement logistics and warehouse strategies, aiming to increase efficiency and cost management.
Identify opportunities for improvements in internal and external logistics systems or processes and implement necessary changes.
Provide strong leadership to the warehousing and logistics team.
Job Requirements:
Possess a Bachelor’s Degree in Supply Chain, Business, or Engineering.
Have a minimum of 10 years of experience in a manufacturing environment.
Demonstrate a solid understanding of warehouse operations and management.
Proficient in Microsoft Office, with additional knowledge in SAP being advantageous."
Project Manager,SUN POWER ELECTRICAL PTE. LTD.,MCF-2023-0718437,"AMTECH BUILDING, 159 SIN MING ROAD 575625",Permanent,Manager,5 years exp,Building and Construction,"['$4,000to$6,500']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
1. Ensure projects are completed in time and within cost budget and is in accordance to the main con given schedule.
2. Develop & maintain a detailed project plan.
3. Make key organisation/commercial decisions for the project.
4. Prioritise project goals with other ongoing project.
5. Maintain good relationship with project team. Communicating with other key organisation representatives.
6. Record, manage and resolve project issues where necessary, including any variation works that will incur addition cost and time implication.
7. Monitor project progress and performance.
8. Manage consultant input within the project budget.
9. Report to the Project Director monthly on the work progress, project budget & progress claims.
10. Submit monthly progress claims to client.
11. Any other duties as assigned by Management from time to time."
Finance Manager,ANTZ CAPITAL PTE. LTD.,MCF-2023-0718242,"MIDVIEW CITY, 20 SIN MING LANE 573968",Full Time,Manager,5 years exp,"Accounting / Auditing / Taxation, Banking and Finance","['$5,000to$8,000']",Monthly,3 applications,Posted 20 Sep 2023,Closing on 11 Oct 2023,"Roles & Responsibilities
JOB DESIGNATION: Finance Manager
Job Title: Finance Manager
Relationship: Accounting, Finance Team, Admin Support, Human Resource

ABOUT OUR COMPANY
Antz Capital is a boutique corporate advisory firm that partners entrepreneurs, industry leaders and financial industry leaders to assist Small & Medium Enterprises (SMEs) to achieve their growth aspirations. In particular, our strength is in accelerating the business expansion plans of medium-sized companies as we provide high value advise on capital markets, Initial Public Offering (IPO) in local and overseas exchanges Mergers & Acquisitions (M&As), corporate restructuring, private equity and more.
Management Consulting & Corporate Advisory – From management consulting to corporate advisory, we work hand-in-hand with entrepreneurs on business transformation and corporate strategy so as to attract investors, business partnerships and talents.
Sell-side Advisory – We support entrepreneurs in investor-matching opportunities from angel investors to institutional funders, venture capitalists and investment bankers.
Buy-side Investment – We focus on investing our resources and expertise in selected businesses. As such, the chosen entrepreneurs are guided, mentored, coached and trained to grow from entrepreneurs to investors. We also have an investor club where selected projects are shown to buy-side UHNWs, funds, family offices and others.

CRITERIONS
Passionate in helping SMEs
Financial Accounting - Maintain accurate financial accounts and records for all business entities with supporting documentation. This also includes review of monthly group consolidation, compliance including but not limited to taxation;
Financial Planning and Analysis - Providing business insights by preparing financial reports to roll out individual budgets;
Policies and Procedures - Assist in formalizing and implementation on all the current and new policies and procedures with finance relevant;
Independent and entrepreneurial - Show the ability to work with minimal direction in a fast-paced and rapidly changing environment;
Finance controllership – Enhance on process, compliance, governance and Opex;
Mentorship – Provide guidance to develop our existing finance team.
Good time-management skills
Team player

COMPETENCIES
BSc/BA in Accounting, Finance or relevant field; MSc/MBA or CPA is a highly desirable
At least 5 years’ experience in the finance industry and proven experience in listed company as CFO, financial controller, or relevant role
Preferably have experience to walk through the listing of a company / IPO process before
In depth knowledge of corporate financial law and risk management practices
Ability to strategize and solve problems
Strong leadership and organizational skills
Must possess excellent interpersonal and communication skills with the executive presence to work with senior management, investors and external stakeholders.
An analytical mind, comfortable with numbers
Excellent knowledge of data analysis and forecasting methods
Proficient in the use of MS Office and financial management software (e.g. Xero)
Strong sense of work commitment and responsibility.
CPA/ CA is a strong advantage
Able to communicate in Chinese language to coordinate and handle queries from Chinese speaking counterparts in regards with the development of market content matters
Ability to work independently and a high performance-orientation
Able to work under pressure and meeting deadlines
Objective and task oriented

CHARACTER
● Can Do + Relentless + Never Give Up
● Self-Motivated + Energetic
● Resourceful + Creative
● Relish challenges + Open-minded
● People person + Relationship builder
● Fast + Empathy skill
● Discipline + Structured

CREDENTIALS
● Proven Grade A Employee
● Tertiary certificate (preferred), welcome aspirers who have strong experience and track record with no tertiary certificate


CAREER
● Promotion pathway; Senior Management of a listed company
● Acquire Skills; Management, Leadership, Mentorship
● Acquire Know-how; Business Model (Scalable & Sustainable)
● As Capital Entrepreneur, Entrepreneurship environment & development

Interested candidates do send us your resume via WhatsApp or Telegram to 87141919 or email to hr@pifcapital.com

Able to start immediately will be an advantage
We apologize that we will only respond to shortlisted candidates.

Thank you for applying."
Restaurant Manager,SKYLINE BUSINESS CONSULTING PTE. LTD.,MCF-2023-0719469,"THE SAIL @ MARINA BAY, 2 MARINA BOULEVARD 018987",Full Time,Manager,15 years exp,F&B,"['$10,000to$15,000']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Shi Wei Xian Pte. Ltd. is a newly established restaurant specializing in Hunan cuisine. We embrace a marketing approach that offers a wide variety of dishes with a focus on quick and efficient meal preparation. Our restaurant is designed to cater to the fast-paced lifestyles of today's society, ensuring our customers have a memorable dining experience. We are seeking a dynamic and experienced Restaurant Manager to join our growing restaurant in Singapore. As a Restaurant Manager at Shi Wei Xian, you will play a pivotal role in ensuring the smooth and efficient operation of our restaurant.

Job Responsibilities:
● Innovate the menu, aligning with company goals. Oversee updates and seasonal changes.
● Manage finances, resource allocation, and focus on restaurant financial health.
● Oversee daily restaurant operations, ensuring seamless service for exceptional dining.
● Foster staff inspiration, creating a motivated team for exceptional customer service.
● Supervise food quality, ingredients, cost-efficiency, and Hunan cuisine innovation.
● Maintain high cleanliness, hygiene, and safety standards, prioritizing customer well-being and compliance.
● Handle customer feedback professionally to maintain high satisfaction levels.
● Establish and maintain standardized procedures and policies for operational consistency and efficiency.

Requirements:
● Exhibit a strong track record in product development, financial management, and cost control, ensuring the restaurant's financial viability.
● Possess an extensive understanding of Hunan cuisine, particularly in ingredient management, cost control, and menu innovation.
● Give preference to candidates with at least 15 years of managerial experience, emphasizing extensive background in the food and beverage industry.
● Display effective communication abilities in both Chinese and English .
● This role entails relocation and frequent international travel, highlighting the importance of mobility and adaptability.

SKYLINE BUSINESS CONSULTING PTE. LTD. (14C7389)"
Operations Manager,PET SPACE (SINGAPORE) PTE. LTD.,MCF-2023-0719404,482 SERANGOON ROAD 218149,"Permanent, Full Time",Manager,5 years exp,"Accounting / Auditing / Taxation, Customer Service, Environment / Health, Human Resources","['$4,500to$5,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Responsibilities as Operations Manager
⦁ To ensure the daily operations are running smoothly
⦁ Oversee the Profit & Loss of the hospital & achieve monthly target
⦁ Set-up , Review & update all related SOP / Checklist
⦁ Manage staff by assigning and delegating tasks as needed & new staff training
⦁ Be transparent to share company information & direction to your teammates
⦁ Perform annual employee reviews and provide constructive feedback on their performance to help them meet professional goals
⦁ Handle all hospital administration tasks
⦁ To provide the highest standards of patients care and provide pet owners educational resources and information on how best to care for animals in general, for specific conditions, and after various procedures
⦁ Design and implement business strategies to help the clinic meet organizational goals
⦁ To ensure the stock efficiency & Lab Machine are in good condition
⦁ To maintain the clinic clean, ability to operate the diagnostic equipment, and management of surgical equipment.
⦁ Make sure accurate records and logs are kept
⦁ Complying with hospital standards, rules, regulations, and policies.

Professional Leadership
· Provide Line management responsibility for all components within designated Services, undertaking recruitment, appraisal, disciplinary, grievance etc, as required
· Direct, lead and motivate the teams to ensure a high standard of professionalism, efficiency, effectiveness and innovation in the delivery of the patient care
· Contribute to the development and delivery of Clinical Leadership at organisational and strategic level and actively support the development of clinical leadership skills across all disciplines

Financial Management
· Through preparation and submission of regular development plans, ensure the services receive an appropriate and equitable allocation of resources.
· Understand and report on the financial implications of contract and legislation changes.
· Monitor cash-flow, prepare forecasts and reports for the Head of Finance & Administration
· Monitor and reconcile income and expenditure statements through the management accounts.
· Manage related invoices

Human Resources
· Develop and implement effective staff appraisal and monitoring systems
· Support and mentor staff, both as individuals and as team members
· Liaise with employees and other relevant parties regarding effective systems for the resolution of disputes and grievances
· Keep abreast of changes in employment legislation
· Maintain up-to-date HR documentation (including employment policies)
· Prepare reports as required

Requirements
• 5+ years prior experience working in a clinical or healthcare setting
• 5+ years of proven success in leadership roles is required
• Exceptional written and verbal communication skills
• Analytical thinking skills and the ability to exercise sound judgement when making decisions
• Must be customer service oriented and prepared to liaise with patients, their families and other care providers
• Comfortable being around animals (cats, dogs etc.)
• Extremely organized and detail oriented
• Ability to delegate tasks as needed
• Patient and caring personality
• Can speak Cantonese, English & Mandarin is an advantage"
Shop Manager,OUTDOOR VENTURE PTE. LTD.,MCF-2023-0719042,"KAKI BUKIT TECHPARK I, 17 KAKI BUKIT CRESCENT 416248",Full Time,Executive,2 years exp,"Customer Service, Sales / Retail","['$2,600to$2,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
At a glance:

Shop Manager will help shape and define how one of the most exciting and fastest-growing global running shoe brands will operate its flagship store. Leverage your leadership skills and business-savvy tactics. This role is responsible for the store's overall performance, maintaining discipline and the team’s morale, being enthusiastic in motivating the team to deliver an exceptional, engaging customer service journey, and meeting and exceeding sales and productivity goals.

Your story:
Min. 2 years related experience in a customer-focused retail setting
Strong leadership, excellent people management skills with a good understanding of retail business operations
Excellent leadership, management, communication and customer interface skills
Leading team members in fostering a strong culture at work by providing superior customer service and product knowledge
The successful candidate would be offered a competitive remuneration package."
Shop Manager,RUNNING LAB PTE. LTD.,MCF-2023-0718952,"KAKI BUKIT TECHPARK I, 17 KAKI BUKIT CRESCENT 416248",Full Time,Executive,2 years exp,"Customer Service, Sales / Retail","['$2,600to$2,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description & Requirements
At a glance:

Shop Manager will help shape and define how one of the most exciting and fastest-growing global running shoe brands will operate its flagship store. Leverage your leadership skills and business-savvy tactics. This role is responsible for the store's overall performance, maintaining discipline and the team’s morale, being enthusiastic in motivating the team to deliver an exceptional, engaging customer service journey, and meeting and exceeding sales and productivity goals.

Your story:
Min. 2 years related experience in a customer-focused retail setting
Strong leadership, excellent people management skills with a good understanding of retail business operations
Excellent leadership, management, communication and customer interface skills
Leading team members in fostering a strong culture at work by providing superior customer service and product knowledge
The successful candidate would be offered a competitive remuneration package."
BIM Manager,OUR RECRUITERS LLP,MCF-2023-0375651,,"Permanent, Full Time",Middle Management,5 years exp,"Architecture / Interior Design, Building and Construction, Design, Engineering, Real Estate / Property Management","['$5,500to$9,000']",Monthly,3 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
BIM Manager
Email : CV@ourrecruiters.com

Job Description:
Lead a team of structural archi coordinators/BIM modellers.
Develop, maintain, and update the BEP.
Oversee the BIM Deliverables progresses and BIM implementation processes of the Contract.
Attend and chair VDC and technical meetings with Clients, Consultants and Sub-contractors.
Plan, organize and supervise the production of submission drawings and construction drawings.
Coordinate and collaborate with all parties within the Contract and interfacing contracts’ BIM Managers and or BIM Coordinators.
Establish, implement, and facilitate clash detection analysis to identify, resolve and validate all design and construction conflicts within the Contract and Interfacing Parties.
Good knowledge in AutoCAD, Revit, Navisworks & MicroStation, etc.
Update, manage, monitor, and track all model changes records.
Establish clash detection analysis matrix and 3D Coordination schedule.
Prepare, maintain, and update the clash detection analysis resolution and validation reports. To ensure and enforce all identified design and construction conflicts have been rectified.
Oversee, coordinate, and manage the BIM Coordinators within the Contract to meet all BIM Deliverables submission and information exchange schedules.
Supervise Modeler / Technical Co-ordinator and prepare drawings.
Ensure models / drawings accuracy based on BIM standards and BIM project workflow criteria / checklist.
Ensure all productions are completed on schedule or in a timely manner.
Requirements:
A recognized Degree/Diploma in Architecture/Construction
Minimum 10 years of relevant working experience in local industry
Certification in BIM Management from BCA is preferred.
Knowledge and experience with Singapore Authority submission(LTA, Healthcare), BIM Standards.
Good knowledge of BIM software (Revit, Autocad, Navisworks).
Proficient in Revit (BIM)/Open Rail, Navisworks, AutoCAD and familiar with Authority submission process
Knowledge of 4D, 5D and Open Rail software’s will be an added advantage.
Has completed at least one full project cycle from design to as built stage."
GENERAL MANAGER,DISTRICT 77 ENTERTAINMENT PTE. LTD.,MCF-2023-0719742,77 SOUTH BRIDGE ROAD 058707,Full Time,Senior Management,2 years exp,"Customer Service, F&B, General Management, Sales / Retail, Others","['$8,000to$10,000']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
This position will be accountable for planning, coordinating and managing staff and services to ensure efficient and effective F&B operations and that customer service standards are maintained at all times.
This role will encompass the formulation and implementation of operating procedures and standards, the management and development of team members, and liaise with executive management to ensure that company’ short and long term goals are met.
Work with team members in service and food preparation to minimize wastage and increase productivity and efficiency. Review operating results with the team and identify opportunities to improve performance.
Ensure all cashiering procedures are processed in compliance with accounting standards.
Monitor and minimize wastage of consumables and maintain labor productivity ratios.
Anticipate heavy business times and organize procedures to handle extended waiting lines.
Monitor guest reactions and confer frequently with service staff or captains to ensure guest satisfaction.
Respond to guest comments, requests and complaints in a timely and professional manner. Take personal responsibility to resolve issues.
Manage Human Resources responsibilities for assigned department(s) to include: creating a work environment that promotes teamwork, performance feedback, recognition, mutual respect and employee satisfaction; quality hiring, training and succession planning processes that encompass the company’s diversity commitment; compliance with company policies and legal requirements.
Maintains guest profiles on a daily basis and takes appropriate actions as necessary"
Operation Manager,4X TECHNOLOGIES PTE. LTD.,MCF-2023-0718889,"KAMPONG UBI INDUSTRIAL ESTATE, 3024 UBI ROAD 3 408652",Full Time,Manager,2 years exp,Engineering,"['$3,500to$4,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 11 Oct 2023,"Roles & Responsibilities
Objectives of this role
Maintain constant communication with managers, staff, and vendors to ensure proper operations of the company
Ensure that operational activities remain on time and within budget
Plan and coordinate daily activities
Responsibilities
Monitor day-to-day operations, report on performance, and recommend actionable improvements when necessary
Oversee materials and inventory
Required skills and qualifications
Multiple years of experience in an operational or similar role
Strong skills in budget development and oversight
Excellent ability to delegate responsibilities while maintaining organizational control and customer service
Knowledge of security systems (e.g., CCTV, Access Control System, Intercom, P.A, networking & etc.) and an aptitude for learning new applications
Proven organizational skills, including time management
Project management experience
Strong analytical and problem-solving skills
Self-sufficiency and an ability to work with minimal supervision
Strong verbal and written communication skills
Attention to detail
Proficiency with Microsoft applications"
