title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Event Production Operation Manager - $6000 | Central | Event Company,RECRUIT NOW SINGAPORE PTE. LTD.,MCF-2023-0716884,,"Permanent, Full Time",Manager,5 years exp,"Advertising / Media, Design, Events / Promotions, Others","['$4,000to$7,500']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Objective: To oversee and manage the set production and technical requirements for luxury and lifestyle events, pop-ups, and exhibition.

Responsibilities:
Be part of the production and operations team in planning and coordinating events and exhibition in Singapore and regional countries
Manage overall production and operations timelines and quality
Oversee vendors & logistic agencies to ensure deliverables are met
Cost negotiation and managing suppliers’ relationships
Project operations planning and administration which include pre-event preparation, onsite execution and post event closing
Internal liaisons and communication with our projects and design divisions
Production management from fabrication to on-site set up supervision and management for events and exhibitions
Supervision and management of dismantling phase of projects
Technical supervision including for audio, video, lighting, electrical, and related requirements
Proactively handle any arising issues and troubleshoot any emerging problems on event day
Co-ordinating risk assessments, safety regulations and process management documentation
Requirement:
Minimum 5 years’ experience of production and operations management forluxury & lifestyle events & exhibitions
Relevant experience and knowledge in set construction and electrical requirements for events and exhibitions
Strong supplier management and quality control to ensure supplier deliver high quality service
Effective negotiation skills for costs with external vendors and contractors
Able to produce timeline and production schedules
Well-organised with an analytical and detailed work approach
Must be able to handle multiple projects concurrently
Understand AutoCAD layout and technical production plans
Interested applicants please email your resume to joe@recruitnow.sg
EA Reg No.: R1437462 | Joe Chong Yeoh Choo
EA Licence no.: 21C0845 | Recruit Now Pte Ltd"
Project Executive (Events),HYDSE PTE. LTD.,MCF-2023-0716514,"MIDVIEW CITY, 22 SIN MING LANE 573969","Permanent, Full Time",Executive,,Events / Promotions,"['$2,500to$3,200']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
We’re looking for a bundle of energy who’s independent, reliable, a self-starter, a go-getter, a problem solver, and a doer.

If that doesn’t mean a thing to you, let’s break it down in practical terms.

We have lots of enquiries, so we need someone to follow up, work out a proposal and quotation, and then close the deal.
Once we’re awarded a project (could be physical, virtual or hybrid events), we need someone to work closely with the client to ensure that the project is executed perfectly (well, nearly, since absolute perfection is just a concept).
While working on the project, you’ll face many problems. That’s where your problem-solving skills come in.
Sometimes you’re working in a team, sometimes you’re alone, and sometimes we’re working from home, and that’s why we need someone that’s reliable and independent.
We’d love it if you had some experience in events management (physical, virtual & hybrid) and account management so that you can hit the ground running and help us hold the fort.
If you are that someone, we’d like to speak with you!

Requirements

Degree in Mass Communication, Marketing, Business Administration, Advertising / Media, Hospitality / Tourism / Hotel Management or equivalent
A burning passion for events
Team player
Attention to detail
Willing to work hard and put in long hours with a positive attitude
Honest, with good work ethics
Must be willing to learn, curious, tenacious, and resilient
Experience in client servicing is preferred
A good appreciation and understanding of technology is advantageous"
Event Support Staff,CMA INTERNATIONAL CONSULTANTS PTE. LTD.,MCF-2023-0716554,"OG ALBERT COMPLEX, 60 ALBERT STREET 189969",Temporary,Fresh/entry level,1 year exp,Events / Promotions,['$10to$12'],Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Responsibilities:
- To assist in ushering duties
- To be responsible for time-keeping of the presentation
- To assist in changing of event signages during break
- To assist presenting speakers to load their presentation and provide AV support where necessary
- To assist in prize presentation ceremony
- To be responsible for passing of microphones during Q&A sessions
- To assist in other ad-hoc duties as and when required

Salary Range: $10 - $12 per hour"
Events Cum Production Assistant,AGG GLOBAL PTE. LTD.,MCF-2023-0715960,,Full Time,Fresh/entry level,,Events / Promotions,"['$1,300to$2,300']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Highlights
International Clients
Global Exposure
Award Winning Agency
Job Description
Interested to immerse yourself in the world of videos, design and virtual/hybrid events in a fun and friendly working environment? If you are a goal-getter, we want you!

Jobe scope
You will be the bridge between the client and the team by ensuring we deliver exceptional creatives to the client on time and on budget. Ensuring sustainable relationships with the client on a long-term basis.
We are a place where we value attitude over papers. If you have experience working within a creative or events house, we will love to have you to value-add your expertise into the team.

Responsibilities:
Event support, logistics
Research on venue, vendors and entertainment
Assist Event Manager in preparations and planning of work
Plan, execute events and live production events
Liaise with various suppliers on materials ordering
Monitor and manage inventory of materials for events
Conduct live printing, heat transfer, laser engravings at live events
Ensure production is running smoothly
Tracking and submission of supplier invoices/receipts/quotations
Other ad hoc duties assigned by Manager
Creative, basic design knowledge, photo illustrator is a requirement.

Let's Talk!"
Events and Logistics Collaborator,THE LIVE STATIONS PTE. LTD.,MCF-2023-0632472,,Full Time,Executive,1 year exp,F&B,"['$2,200to$2,600']",Monthly,4 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Halal catering looking for :
Events and Logistics Collaborator
Immediate Avalaibility

Job Scope
- Assist with events set up, tear down and service at all events
- Assist with kitchen preparation when required
- Assist with up keeping of hygiene & maintenance of event equipments.
- Assist with with any ad hoc matters as requested by management
- Food hygiene certified preferred

Working Hours
Days: 5 days work week.
- OT claim for extra hours worked

Benefits
Salary: $2200.00 monthly
Annual Leave - 12 days
MC - 14 days
Birthday Leave - 1 day"
Sales & Events Executive / Manager,CLAUDINE PTE. LTD.,MCF-2023-0717815,39C Harding Rd 249541,Full Time,Executive,2 years exp,"F&B, Hospitality, Sales / Retail","['$2,800to$4,000']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
About Us
Since our humble beginnings in 2005, The Lo & Behold Group has been quietly pushing the boundaries of Singapore’s lifestyle and hospitality landscape. Whether we’re building Singapore’s first rooftop bar from ground-up, or ironing out the creases of Asia’s top fine-dining restaurant, all that we do comes down to one thing: People. We’ve found that when we design for people and create magical experiences in the process, we’re able to bring out the best of a city. Its people, their purpose and places. The Lo & Behold Group strives to create timeless experiences for all who walk through our doors—guests, partners or employees. The dream is simple: to make our city more lovable, through bold ideas and intentional hospitality.
Claudine is a neighbourhood French restaurant (Neo-brasserie), presenting an intimate side of French cuisine, inspired by honest home-cooking and convivial meals. A concept by Julien Royer and The Lo & Behold Group.
We are looking for a service-driven individual to oversee the Sales & Events function at Claudine. Directly involved in the annual business plan, a deep insight into the current market trends and events sales opportunities is critical in ensuring targets are promptly met. The role encompasses both the importance of building customer relationships and selling to customer needs, as well as a detailed understanding of the management of back-end systems and databases.
You’ll be in-charge of:
Proactively sourcing business potentials for the restaurant in target industries via demographics, market forces, and key partnerships
Establish and build marketing resources such as customer database to build deep, personal relationships with key clients, event partners, and third-party sales
Assisting in the servicing of clients’ accounts to achieve target revenue and personal/team monthly sales goals while maximizing profitability
Handling and managing all aspects of planning and coordination for confirmed groups and events in all market segments
Working closely with the organizers to plan and orchestrate all group and event requirements prior to the event day
Cross divisional work coordination on different aspects of the restaurant’s event services
Ensure well planning with the organizers in order to clearly communicate the requirements and details to operating departments of event execution and service delivery on the event days
Prepare quotations and event options for clients based on leads from existing events management platform
Planning for and liaising with clients and suppliers.
Managing event logistics, and support in presenting post-event reports or post mortems.
Performing other tasks or projects as assigned by the leadership team at the restaurant.
Who we're looking for:
Well-versed in hospitality operations
Meticulous and well-organised
Well-groomed and possesses good communication skills
Passionate about the industry, able to maintain high standards of service quality"
Marketing Executive (Events Planning),CADMUS RESOURCES,MCF-2023-0709890,"PS100, 100 PECK SEAH STREET 079333","Permanent, Full Time",Junior Executive,1 year exp,"Events / Promotions, Marketing / Public Relations","['$3,000to$3,600']",Monthly,5 applications,Posted 19 Sep 2023,Closing on 26 Sep 2023,"Roles & Responsibilities
Leading Asset Management Company
Vibrant Working Environment
AWS + Performance Bonus
Responsibilities:
Working with the Marcom Team to formulate marketing communications strategies and campaigns ﻿for By the Bay community portfolio.
Plan and execute corporate events, activities and programmes such as CSR events and monthly workshops.
Source and secure key internal and external partners for corporate privilege programme and place-management engagement activities.
Liaise with advertising agencies, vendors and tenants to ensure the successful running of projects and events.
Engage suitable retail and office tenants to participate in events to create vibrancy and cohesiveness amongst tenants.
Reporting to the Head of Marcom.
Requirements:
Diploma in all disciplines.
Min 1 to 2 years of relevant experience, particularly on events planning.
Good interpersonal skill, responsible and ability to manage multi-tasks simultaneously.
Working Location: Raffles Place
Working Hours: Mon- Fri 8.30am - 6.00pm
Salary: Up to $3,600

To apply, please submit your detailed CV with the following details for faster processing:
Reason for leaving
Expected salary
Earliest availability date
You may also visit our careers page at https://www.careers-page.com/cadmusresources/job/QW84Y686 to upload your CV.

We regret that only short-listed candidates will be contacted shortly."
Senior Events 3D Designer,LUMINA LIVE! PTE. LTD.,MCF-2023-0372880,"APEX @ HENDERSON, 201 HENDERSON ROAD 159545",Full Time,Manager,6 years exp,Events / Promotions,"['$3,600to$5,500']",Monthly,3 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
We are looking for a creative Senior 3D Designer to create 3D visual concepts, to communicate innovative designs for our events and pop-up exhibitions.

If you have a creative mind and want to create memorable design for experiential projects in the world of luxury, fashion and premium lifestyle, this is your chance!

We are looking for a talented Senior 3D Designer to join our team to produce events and exhibition scenography design that will make an impact. You will work with a dynamic creative team, focused on concept, quality, and creativity.

We would like experienced and enthusiastic candidates with fresh ideas. If you like to push boundaries and bring new ideas to the table, and is updated on current trends in events, branded exhibitions and activations, you will enjoy working in Lumina.

BENEFITS
Good remuneration package, including project-based incentives
Profit sharing for qualified senior team members
Great team environment
Annual Dental, Optical & Medical Entitlements
Hospital & Surgical Insurance Entitlements
2-days flexible Work from Home arrangements per month (bi-weekly)
Off-in-lieu provided for work on weekends and public holidays
Good opportunities to work on overseas projects for wider exposure
SCOPE OF WORK
Research, analyse, conceptualize and design in 3D for different types of clients based on various project specifications
Conceptualize and implement set and spatial design for events and exhibition production in the luxury, lifestyle and FMCG sectors
Accurately interpret project brief requirements, understand visual communication objectives and interpret the ideas into photorealistic 3D rendering with good lighting effect (and animation if possible)
Able to produce detailed layout plans and technical drawings in AutoCAD or similar software
Create concepts and designs that fit within available project budgets
Site surveys, analyze and take measurements for detailed drawing
Liaise with production vendors for both construction and print, &
Work closely with our account servicing team and production team in ensuring the design is aligned with the client’s requirements from conceptualization to production.
CRITERIA
Diploma / Degree qualification in exhibitions and interior design or equivalent
Minimum 6 years experiences in lifestyle, luxury and fashion events or experiential exhibition design
Very competent in using and creating modelling from layout plans and sketches, knowledge of related visualization and photorealistic rendering technique
Creative, imaginative and enjoys being challenged to produce high quality scenography and design concepts for events and branded exhibitions
Able to interpret brand guidelines and create 3D designs that reflect the brand requirements
Well-versed with 3D Studio Max, V-ray, AutoCAD, Photoshop, Illustrator and / or Sketchup
Good communication skills and a team player
Strong design background with a clear and proven understanding of spatial design, illustration design and layout
Strong AutoCAD skills for technical drawings
Interest in luxury, fashion or FMCGs industries preferred, &
Ability to time manage and work on multiple projects at the same time."
9866 - Event Manager [ Ubi / Adobe ],THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0716983,,"Permanent, Full Time",Manager,5 years exp,"Advertising / Media, Events / Promotions","['$4,000to$5,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Event Manager

Location: Ubi
Working Day: 5 days
Working Time: 9am - 6pm (May need to work on Sunday and PH depend on events day)
Salary: $ 4000 - $ 5000

Job Responsibilities
May need to work late due to the natural of Event Business
Able to do proposal and bid for jobs
Responsible to grow new clients
Able to work with Teams / Vendors to have an successful event
Able to manage cost and maximise profits
Requirement
Minimum Diploma / Degree in Event Management
Knowledgeable in doing Event Proposal
Have more than 2 years of Experience
Have experience in Virtual & hybrid Event
Ability to create proposal to client
Proficiency in copywriting, proofreading, Adobe photoshop and illustrator would be advantageous
Karen Lee Kai En Reg No: R22108159
The Supreme Hr Advisory Pte Ltd EA No: 14C7279"
Marketing Executive - Event space (REIT),RECRUIT EXPRESS PTE LTD,MCF-2023-0717766,,Permanent,Executive,3 years exp,"Advertising / Media, Marketing / Public Relations, Real Estate / Property Management","['$3,200to$4,200']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
You will report to the Advertising & Promotions Manager and carry out the normal
duties and responsibilities associated with the post of Advertising & Promotions
Executive, including inter alia, the following tasks:-

To actively plan, promote and market the use of the event or foyer space, and the company's properties to other organizations for the staging of events which will draw crowds and create excitement, while at the same time ensuring the generation of income.
To actively promote and market the use of advertising spaces in the building and the company's properties to other organizations ensuring the generation of income, while at the same time maintaining the prestigious image of the building.
To coordinate and liaise with all relevant parties on requirements for approved exhibitions and events.
To supervise all on-going events and exhibitions to ensure compliance with the rules and regulations governing the use of event space , and with the relevant Authorities.
To coordinate and liaise with the two anchor tenants on all centrewide promotions, and keeping all shopping centre tenants informed on the upcoming promotions.
To assist in the preparation, production and circulation of periodic circulars/articles to tenants on building matters relating to the company.
To assist in the update of the company's website on a regular basis.
To assist in the managing of enquiries and complaints received from tenants and/or members of the public, and to ensure that the matters brought up are attended to promptly by the relevant parties and/or a reply is made, in consultation with your Superior or Management
Requirement:
Degree / Diploma in Business or Marketing or relevant studies
Min. 3 years of advertising & promotions experience in a service sector
Experience in a Property management or Real Estate firm a plus.

Jessie Hoe Huey Miin
CEI R1103861
EA: 99C4599"
