title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Project Engineer,TRUST RECRUIT PTE. LTD.,MCF-2023-0718855,,Permanent,Junior Executive,2 years exp,Engineering,"['$3,000to$3,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Descriptions
Responsible for all site related operations, management of subcontractors and manpower resources assigned.
Carries out planned development work assigned by the site Superintendent.
Responsible for taking and handing over of structures, equipment and services with main contractors/customers.
Ensures that projects that are assigned under his charge are completed according to scope and schedules.
Responsible for trouble-shooting of field-related technical issues where problems cannot be solved by lead technicians.
Ensures the proper functioning of equipment before they are handed over to customers and Maintenance Division. This shall include the reviewing of all reports submitted by lead technicians.
Checks and endorses test reports submitted by lead Technicians and acquires signature for certificates.
Job Requirements
Minimum Diploma in Mechanical / Electrical or related Engineering and its equivalent.
2-3 years of Project Management experience in a Construction or related industry.
Possesses excellent communication and interpersonal skills.
Proficient in MS Work & Excel and drafting of letter.
Must have initiative and drive to resolve site issues to achieve project success.
HOW TO APPLY:
Interested applicants, please click on “Apply Now”.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Sim Jia Hui
EA Personnel Reg No: R22106242"
IT Project Manager,MTS GLOBAL PTE. LTD.,MCF-2023-0718390,,"Permanent, Full Time",Executive,3 years exp,Information Technology,"['$4,500to$5,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description：
Managing IT infrastructure end-to-end from inception to closure
Support solutions team in pre-project sizing and planning
Manage scope, budget, cashflow, risks, issues in overall project plan
Present weekly progress reports, budget utilization and projection to management and project steering committee.
Manage the internal and external project stakeholders
Provide guidance to project team members including disambiguating requirements •Develop project documentation and artifacts required for execution such as risk register, security exceptions, known issue list
Organize and conduct project meetings and steerco meetings
Ensure project objectives are aligned and met including scope, cost and schedule
Ensure adherence to the company prevailing change management processes
Document project plans, knowledgebase and learnings
Be the point of contact during the project for all aspects of the engagement

Requirements:
IT and Project Management Certifications- PMP, PRINCE2, ITIL v4, CITPM, PMI-ACP
Minimum 3+ years project management experience, completing at least 5 large scale customer facing infrastructure projects
Good understanding of Unified Communications, Contact Centre, Networking and Cloud infrastructure
Experience in Avaya solutions preferred
Strong leadership skills, team player with strong communication skills
Possess critical thinking skills, combined with the ability to present clearly both verbally and in written form
Highly self-motivated, capable of working independently and technically competent in carrying out tasks
Good communication skills with ability to interact with business and technical subject matter experts
Fluent in English and Chinese (written and spoken)"
Senior Project Engineer,CONNECT ENERGY SERVICES PTE. LTD.,MCF-2023-0718731,,Permanent,Senior Executive,8 years exp,"Engineering, Risk Management","['$7,000to$9,500']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Connect Energy partners with one of the biggest LNG player in Singapore to look for the following position.

Responsibilities
Project Management: Lead and oversee the planning, execution, and completion of engineering projects related to the LNG terminal. Develop project plans, schedules, and budgets to ensure timely and cost-effective project delivery.
Technical Expertise: Provide technical leadership and guidance to project teams. Review and approve engineering designs, specifications, and technical documentation. Ensure adherence to industry best practices and safety standards.
Risk Management: Identify potential project risks and develop mitigation strategies. Monitor and manage project risks throughout the project lifecycle.
Stakeholder Engagement: Collaborate with internal and external stakeholders, including contractors, suppliers, regulatory authorities, and other departments within Company. Maintain effective communication channels to ensure project objectives are met.
Quality Assurance: Implement quality control and assurance processes to ensure the highest standards of engineering excellence are maintained. Conduct regular inspections and audits to verify compliance.
Safety and Compliance: Ensure all project activities comply with safety regulations and environmental standards. Promote a culture of safety and risk awareness within the project team.
Budget and Cost Control: Monitor project expenditures and manage budgets effectively. Identify cost-saving opportunities and implement cost-control measures where necessary.
Documentation: Maintain accurate project documentation, including project reports, progress updates, and technical documentation. Ensure all records are complete and accessible for future reference.
Technical Problem Solving: Address technical challenges and troubleshoot engineering issues that may arise during project execution. Implement innovative solutions to optimize project outcomes.
Qualifications and Requirements:
Bachelor's degree in Engineering (preferably in Mechanical, Electrical, Civil, or related field).
Minimum of 8 years of experience in project engineering, with a proven track record in managing complex engineering projects, preferably in the energy or petrochemical industry.
Strong knowledge of engineering principles, project management methodologies, and relevant industry codes and standards.
Excellent leadership, communication, and interpersonal skills.
Proficiency in project management software and tools.
Commitment to safety and environmental stewardship.
Ability to work independently and collaboratively within a multidisciplinary team."
CONSTRUCTION PROJECT MANAGER,SBA CONSTRUCTION & ENGINEERING SERVICES PTE. LTD.,MCF-2023-0718256,"UNION INDUSTRIAL CENTER, 3 LORONG BAKAR BATU 348741",Permanent,Senior Executive,10 years exp,"Accounting / Auditing / Taxation, Customer Service, Human Resources","['$4,500to$5,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
PROJECT MANAGER SKILLS
Communication: Project managers must be effective communicators to convey ideas, expectations, and information to their team, stakeholders, and clients.
Leadership: They need to be able to lead their team to success by providing clear direction, motivation, and support.
Organization: They must be highly organized to manage multiple tasks, timelines, and resources simultaneously.
Time management: They must be able to prioritize tasks and manage time effectively to ensure deadlines are met.
Risk management: They must be able to identify potential risks and take measures to mitigate them before they can negatively impact the project.
Budget management: They need to be able to manage project budgets and make informed decisions to ensure the project stays within budget.
Problem-solving: They must quickly identify and solve problems that may arise during a project.
Adaptability: They must be adaptable and adjust plans and strategies to keep the project on track.
Teamwork: They must be able to work collaboratively with their team to achieve project goals.
Technical expertise: They must have a good understanding of the technical aspects of the project and be able to communicate effectively with technical team members."
"Project Engineer (Oversea, Project Management Development) - JY",PASONA SINGAPORE PTE. LTD.,MCF-2023-0720011,,"Permanent, Full Time",Non-executive,1 year exp,"Design, Engineering, Precision Engineering","['$3,500to$4,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job ID: 18638
Location: Tuas West Road, Oversea
Working hours: 10 hrs a day, 60 hrs a week minimally (Sundays off)
Salary: up to $4,300 (Depending on experiences)
Job Description
Our client is looking for multiple Project Engineers to join their main Project Management Development team at the HQ. This role will assist Construction or Project Manager in Project planning, cost control, monitoring, coordination, engineering and design reviews, method statement risks assessments, vendor data, procurement related issues, coordination with discipline engineers and other contractors / vendors to meet schedule and budget. There are ongoing projects in Singapore and Middle East (Qatar, Saudi Arabia etc) and the candidate may be sent overseas on business trips depending on suitability.
Project co-ordination with Client, Engineering Department, business units, vendors, subcontractors and Procurement Department for all project activities.
Co-ordinate with the site construction team for Installation, Testing and commissioning works.
Project Planning, Progress Reports and Claims.
Interpret Construction and Technical Drawings
Material Take offs
Evaluation of vendor quotation on Technical and Commercial aspects.
Preparation of Method of Statement, Risk Assessments for various installation works.
Plan monthly work schedule and set productivity to be achieved.
To monitor the progress of projects.
To initiate and undertake action to prevent the occurrence of non-conformity.
To be proactive in creating a safe working environment for everyone and ensuring that HSE in-house rules are observed at all times.
To consider HSE aspects when planning and carrying out tasks to eliminate and reduce HSE hazards, aspects and risks.
Job Requirement
Preferably Diploma or Degree in Mechanical Engineering or equivalent.
Preferably 2-3 years of relevant working experience in a similar capacity in Oil and Gas petrochemical construction industry.
Extensive knowledge of Engineering, Procurement, Project controls and Construction work processes.
Interested applicants, kindly send your updated resume to Joanne (R21101135) Joanne@pasona.com.sg with the email subject header ""Job Application for 18638, Project Engineer (Project Management Development)"".

Only shortlisted candidates will be notified, other applications will be updated to our database for future job opportunities.

By submitting any resumes or applications to Pasona Singapore Pte Ltd, you are considered to have read and agreed on the terms of our Privacy Policy, and consented to us collecting, using, retaining, disclosing your personal information to the prospective employers for their consideration.

Please find Privacy Policy Agreement from the below link.
http://www.pasona.com.sg/privacy.html

Pasona Singapore Pte Ltd
Joanne Yeo Min Qian
EA License No:90C4069
Registration No.: R21101135"
6164 - Project Engineer,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0719855,,"Permanent, Full Time",Junior Executive,2 years exp,Engineering,"['$2,400to$2,900']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Working Days: 6 Days
Working Hours: 8.15am – 545pm
Location: Marsiling Industrial Estate
Salary: $2400 - $2900
Job Responsibilities:
Assist Project Manager in managing and monitoring day-to-day projects operation
Ensure proper taking over of incoming projects from sales department.
Proper preparation (Cost Sheets, Cost-estimates etc) and documentation of individual project upon received work orders.
Manage multiple projects independently and to be familiar with system integration works.
Liaise with Clients, Contractors and Consultants from design stage, project execution to project handing over.
Attend to all project related queries and to check drawings to resolve discrepancies during design stage.
Responsible for stakeholder’s management which includes attending meetings, coordination discussion, shop drawing preparation, documentation submission and supervision works.
Ensure proper planning & control of all project/order assigned with approved project schedule updated with events changes.
Preparation of Progressive Claim and other claim related documents to ensure smooth payment transaction between company and all other clients.
To coordinate and establish good relationships with all current and future suppliers for smooth project execution.
Other ad-hoc duties as assigned.
Requirements:
Diploma and/or Degree in Mechanical Engineering or other Engineering discipline, project management, or equivalent
Minimum 2 years relevant working experiences
Knowledge in Waste Management and Pneumatic Waste Conveyance System will be an added advantage.
Wong Ping Zhen Reg No: R22111012
The Supreme HR Advisory EA No: 14C7279"
Project Coordinator (Metocean),FUGRO SINGAPORE MARINE PTE. LTD.,MCF-2023-0494028,"FUGRO HOUSE, 35 LOYANG CRESCENT 509012",Full Time,Executive,3 years exp,Admin / Secretarial,"['$4,500to$5,300']",Monthly,22 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
The Project Coordinator (PC) is a member of the Marine Metocean Surveys Service Line and is involved in projects in the Asia Pacific Region.

The PC will work together with the Project Managers and is responsible for:
- Compliance with Fugro’s and client’s Document Control procedures and keeping the Master Document Registers up to date.
- Setting up and amending Project schedules for the Project Managers.
- Preparation of Project Documentation, like Project Execution Plans, any required bridging documents, which need to comply with the Fugro Document Standard (FDS).
- Data input and verification of correct information in our Fugro Enterprise Resource Planning software, IFS, and, if required, coordinating with procurement in projects.
- Minute of Meetings and/or Action Tracker preparation.

The PC provides a supporting role to projects through the coordination of project related activities, such as logistics, resourcing, training, progress updates, project tracking, preparation of meeting minutes amongst others.
The PC works in accordance with the Fugro Project Management Handbook, ensuring that the agreed work is carried out efficiently.

The goal is to grow in a role of becoming a Junior Project Manager and later as a Project Manager.
PS: To become more familiar with the industry we are working in, the PC could go to site on a project.

Essential Requirements:
Previous experience in project administration for / related to the oil & gas and/or marine survey industry; knowledgeable administering projects / operation in multiple regions / countries preferred
Strong communication skills with excellent command of written and spoken English; preference given if capable to communicate in other Asian / local languages
Some previous experience in resource planning; financial planning, tracking and control; documentation development and tracking
Team player with leadership skills;
Planning and analytical skills with experience in relevant techniques and software application, strong problem-solving skills
High focus on project quality and HSE performance, experience in risk assessment techniques and exercise

Desirable Experience:
Degree (or equivalent) in project or business management
Experience working with multinational company
Minimum 3 years working experience in relevant field, in marine survey and/or energy industry"
Special Project Executive,SIMPLE-GROUP 3V3NTS PRIVATE LIMITED,MCF-2023-0719025,22B TEMPLE STREET 058567,Full Time,Executive,,"Events / Promotions, General Management, General Work","['$1,000to$3,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
We are seeking a highly motivated and organised Special Project Executive to lead and manage strategic initiatives and special projects within our company. The role requires a dynamic individual with strong project management skills, analytical thinking and the ability to collaborate effectively with cross-functional teams. The Special Project Executive will play a pivotal role in driving innovation, operational excellence and achieving the company’s strategic goals.

Requirements
Bachelor's degree in Business Administration, Project Management, or related field (Master's preferred).
Proven experience in project management, including successful execution of complex projects.
Strong analytical and problem-solving skills with the ability to make data-driven decisions.
Ability to lead cross-functional teams and foster a collaborative work environment.
Strong organizational skills and attention to detail.
Adaptability and flexibility to manage multiple projects in a dynamic environment.
Demonstrated ability to work under pressure and meet tight deadlines."
Project Executive (IT),WEBSPARKS PTE. LTD.,MCF-2023-0719906,"SHUN LI INDUSTRIAL PARK, 61 KAKI BUKIT AVENUE 1 417943",Full Time,Executive,1 year exp,Information Technology,"['$3,000to$4,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Description:
You will work closely with the project manager and the team to
Manage the relationship with Websparks clients and all stakeholders
Coordinate internal resources and third parties/vendors for the flawless execution of projects
Ensure that all projects are delivered on-time, within scope and within budget
Assist the Project manager with minutes taking during meeting
Develop project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility
Create and maintain comprehensive project documentation
Job Requirements:
Diploma, Degree or equivalent, in Digital Media, Computer Science, Computer Engineering or related fields
Technology savvy and familiar with internet technologies and website operations
Project Management related certifications would be advantageous
Excellent service mindset with a strong understanding of customers' needs
Possess Excellent communication, interpersonal skills and presentation skills
Meticulous with a strong attention to details
Knowledge in C# or PHP, CSS, CSS 3 , HTML, HTML 5,PHP, Jquery, Actionscript and AJAX is a plus
Knowledge of website creation/maintenance tools"
Senior Project Engineer,NEWCON BUILDERS PTE. LTD.,MCF-2023-0718803,,"Permanent, Full Time",Executive,5 years exp,Building and Construction,"['$3,800to$5,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Responsibilities:
Assist Project Manager in monitoring and managing the day-to-day operations of project
Liaise with consultants and /or sub-contractors on the project matters
Attend meetings with owner/client/contractors/sub-cons on the project related matters
Check drawings and raise technical queries to resolve the discrepancies in between drawings and as well as those arisen during the project execution
Carry out in-progress inspection and joint inspection and to ensure that the works were executed to the required quality standard
Update the project quality plan as and when appropriate
Assist Project Manager on the tasks assigned
Requirements:
Candidate must possess at least Bachelor's Degree/professional Degree in Engineering (Civil) or equivalent
At least 5 year(s) of working experience in the related field is required for this position
Preferably Seior Executive Specialized in Engineering- Civil/Construction/Structural or equivalent."
