title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
6154 - Senior HR Executive ( Construction / HRIS / Payroll ）,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0717093,"SHENTON HOUSE, 3 SHENTON WAY 068805",Full Time,Senior Executive,3 years exp,Human Resources,"['$3,000to$4,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Senior HR Executive
Working days: Mon to Fri - 8.30am to 5.30 pm
1 Sat per month - 8.30am to 12.30pm
Location: Ubi
Salary: $3,000 to $4,000

Responsibilities:
• Work with line managers on manpower requirements, employee relations issues, compensation and benefits matter, HR initiatives, and other HR matters;
• Administration of workmen compensation, MOM reporting, insurance claim, etc;
• Ensure that HR policies and practices are in compliance with prevailing statutory regulations;
• Handle onboarding and orientation of new hires, and exit interview;
• Organise employee communication platforms and activities;
• Identify training and development needs of employees and propose training programs;
• Work pass applications, renewals and cancellation;
• Ensure timely update of employees’ database, proper filing system and smooth office administration;
• Handle payroll;
• Other ad-hoc duties as assigned

Requirements:
• At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Human Resource Management or equivalent.
• Required skill(s): Times software, HRIS AMS software
• At least 3 year(s) of working experience in the related field is required for this position."
Senior HR Executive (Full Spectrum)* / Manufacturing Industry / West*,RECRUITPEDIA PTE. LTD.,MCF-2023-0718062,,Permanent,Junior Executive,2 years exp,Human Resources,"['$3,500to$4,500']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Our client is a Manufacturing Industry. They are looking for a HR Executive to assist their team for the next phase of their business. They are located in They are located at West– easily accessible.
Responsibility:
Responsible for managing end-to-end payroll processes, including payroll administration, calculation of wages, deductions, and tax compliance.
Handle various HR operational tasks, such as employee onboarding and offboarding processes, managing employee records, and maintaining HRIS (Human Resource Information System) databases.
Responsible in providing timely and accurate information on policies, benefits, and procedures.
Responsible in maintaining accurate and up-to-date employee data records, including personal information, employment contracts, leave records, and performance evaluations.
Requirements:
Min Diploma in HR or any related field
Minimum 2 years experience in handling payroll.
Interested candidates who wish to apply for the advertised position, please click APPLY NOW or email an updated copy of your resume/cv.
We regret that only shortlisted candidate will be notified.

Recruitpedia Pte. Ltd.
EA License No. 19C9682
EA Reg. No. R23115141(Tan Su Yee)"
SK12791888 HR Executive (6 months contract to permanent),ROBERT HALF INTERNATIONAL PTE. LTD.,MCF-2023-0717264,"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619","Contract, Full Time",Executive,3 years exp,Human Resources,"['$4,000to$5,000']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
The Company
Our client, a high-end fashion brand, is currently looking for a HR executive to support them on the full spectrum of HR operations tasks. This role is for a period of 6 months and has potential to be converted to a permanent staff.
The Role
Responsibilities include assisting the HR Director on the day to day HR operations scope such as end to end recruitment cycle, onboarding, HRIS and database management, implementing training programs, liaison with training team on training materials, setting up of equipment, program coordination, etc.
Your Profile
You should have a minimum diploma in business or human resources or its equivalent and bring along with you at least 3 to 5 years of relevant experience. You are well versed with he employment act and are a self stater and problem solver. Prior knowledge in Workday would be advantageous. Immediate availability is preferred.
Apply Today
Please send your resume, in WORD format only and quote reference number SK12791888, by clicking the apply button. Please note that only short-listed candidates will be contacted.
Robert Half International Pte Ltd. Co. Registration no.: 200612189E | EA Licence no.: 07C5595 | Susan Koh EA Registration no.: R1107882"
HR Executive | Construction Industry | Times Software | HRIS AMS | Ubi - 4769,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0716904,,"Permanent, Full Time",Junior Executive,2 years exp,Human Resources,"['$2,800to$3,500']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
HR Executive | Construction Industry | Payroll | Times Software | HRIS AMS | Ubi

Working days: Mon to Fri - 8.30 to 5.30 pm
1 Sat - 8.30 to 12.30
Location: Ubi
Salary: $2,800 - $3,500

Requirements:
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Human Resource Management or equivalent.
Required skill(s): Times software, HRIS AMS software
At least 3 year(s) of working experience in the related field is required for this position.
Responsibilities
Work with line managers on manpower requirements, employee relations issues, compensation and benefits matter, HR initiatives, and other HR matters;
Administration of workmen compensation, MOM reporting, insurance claim, etc;
Ensure that HR policies and practices are in compliance with prevailing statutory regulations;
Handle onboarding and orientation of new hires, and exit interview;
Identify training and development needs of employees and propose training programs;
Work pass applications, renewals and cancellation;
Ensure timely update of employees’ database, proper filing system and smooth office administration;
Handle payroll;
Other ad-hoc duties as assigned

For complete list of jobs opportunities please visit
Supreme Full Jobs List
Part Time / Contract Staffing Telegram Group
The Supreme HR Advisory Pte Ltd | 14C7279
Ong Boon Kiet (Travys) | R22104769
Senior Recruitment Consultant"
HR and Admin Executive,"COMMUNICATIONS TEST DESIGN SINGAPORE, PTE. LTD.",MCF-2023-0715417,,"Permanent, Full Time",Executive,3 years exp,Human Resources,"['$2,600to$3,200']",Monthly,1 application,Posted 19 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
Responsibilities
Conduct recruitment/ exit interviews and record them accordingly
Facilitate newcomers joining formalities
Review & update job descriptions for all positions regularly
Process monthly payroll/overtime and IR21
Daily Tracking and Monitoring employee’s timesheet and overtime computation
Liaising with all government agencies to ensure adherence with the Labour laws and regulations
Follow up on confirmation records statutory obligations – CPF, taxes, gratuity, bonus etc.
Communicate and explain the organization's HR policies based on employee handbook
Handle administration of all contract labour.
Handle employee enquiries & grievances as well as disciplinary matters with reference to Employees Handbook Policies and Regulations.
Handle dispute settlements according to labour law and Company regulations
Conduct Bi-yearly and End of Year Appraisal Exercise with Department Heads/ Managers
Coordinate Training needs and requirements with Departmental Heads / Managers
Maintain and Monitor Welfare and Benefits of Company Employees
Maintain and update employees record and p-file
Maintain and update employees Leave records
Other Human Resource matters as assigned by Management
Responsible for facility management of the premises
Educational Requirements
Minimum Diploma or equivalent in Human Resources, Business, or Organization Development. Experience Requirements
Minimum 3 years of experience in an HR executive or higher post.
Well versed in employment law, compensation, organizational planning, recruitment, organization development, employee relations, employee engagement.
Other requirements
Advanced verbal and written communication skills in English is an added advantage
Ability to effectively multi-task in a fast paced & challenging environment
Ability to conduct HR meeting with Employees, Departmental Heads/ Managers
Able to work well with other Departmental Heads/ Managers
Keep track of MOM BizSafe, SG Secure activities and other events as required"
HR Executive (Learning & Development) / No Experience Required / 3 Months Contract / South,RECRUITPEDIA PTE. LTD.,MCF-2023-0717644,,"Temporary, Contract, Full Time",Fresh/entry level,,"Education and Training, Entertainment, Human Resources","['$3,000to$4,000']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Our client is an established company specialising in entertainment and recreational. They are expanding and growing at a fast pace and now looking to hire a HR Executive to support the growth. They are located in South – easily accessible.

Duties
To assist the Learning & Development Manager to help employees advance their skills and knowledge.
To help the organization succeed by training and developing its personnel.
Analyse workforce training needs, recommend and implement solutions, and evaluate and measure effectiveness.
Conduct employee surveys
Requirements
Minimum Diploma holder in Human Resource Management, Psychology or other related discipline
Possess prior experience in training and employee survey
Interested candidates who wish to apply for the advertised position, please click APPLY NOW or email an updated copy of your resume/cv.
We regret that only shortlisted candidate will be notified.
Email Address: tc1@recruitpedia.sg
EA License No: 19C9682
EA Personnel No: R21101676 (Ng Zhi Qing Alethea)"
HR Executive,S. F. EXPRESS (SINGAPORE) PRIVATE LIMITED,MCF-2023-0607127,"XILIN DISTRICENTRE C, 7 CHANGI SOUTH STREET 2 486415",Full Time,Executive,3 years exp,Human Resources,"['$3,000to$4,500']",Monthly,49 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Responsibilities:-

Assist the HR Manager for full spetrum HR activities.
Responsible for administrative duties and daily HR operations.
Prepare HR documents, including employment contracts, offer contracts, and employee onboarding materials.
Application, renewal and cancellation of foreign worker passes
Assist in staff recruitment processes, such as job postings, resume screening, and interview coordination.
To collect, calculate and enter data in order to maintain and update payroll information and process monthly payroll.
Processing of Maternity claims, Childcare leave claims, WICA Insurance Claims and etc.
Manage day-to-day office operations, including maintaining office stationery, printed materials, equipment, and facilities.
Support facilities management, ensuring a safe and conducive work environment.
Requirements:-
At least Diploma in Human resource management, labor economics and other related majors
5 years and above related experiences"
"3487 - HR Executive [ Recruitment / Training / Development / Jurong East / up to $3,500 ]",THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0714730,,"Permanent, Full Time",Junior Executive,1 year exp,Human Resources,"['$3,000to$3,500']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
HR Executive (Recruitment /Training & Development / Engagement team)
Basic Salary: $3000 - $3500 (Company provide AWS & Performance Bonus)
Working days: Monday - Friday (8am - 5:45pm)
Location: Jurong East

Reporting to the Senior HR Manager, employee is responsible for the full recruitment & selection process, whole onboarding facilitation, training & development, communication, sand employee relations.
Responsibilities:

Recruitment
Perform full recruitment cycle from sourcing, screening, interviewing and recommendation to successful placements.
Liaise and work with all hiring managers & HR team, to ensure all critical positions are filled with competent candidates within targeted lead-time
Identify and manage all relevant recruitment sources & platform so as to reach out to the right candidates on a timely basis
Manage employee referral program planning and implementation
Conducting interviews and make recommendations on selection.
Administer the whole on boarding process including preparation of contracts, conduct structured orientation program to brief new hires on board.
Ensure compliance and adherence process e.g. on boarding checklist.
Prepare and update headcount report, turnover report, recruitment report, organisation charts, employee profile.
Analyse and compile reports on current organizational trends such as manpower, employee turnover, employee satisfaction recruitment and absenteeism.
Liaison with Government/Stat Boards on related HR Matters
Handling all work pass related issues such as application, renewal, cancellation and appeals.
Submit MOM questionnaires and surveys, whenever required.
Employee Relations/ Engagement/ communication
Conduct Monthly employee discussion & New Join experience.
Handle Quarterly newsletters content and publishing.
Assist with employee’s enquiries.
Employees engagement & performance projects.
Liaise with MHC to create MHC account for new join staff.
Training & Development (Supporting role when needed)
Review staff training needs and manage learning calendar for employees
Promote training programs to HODs to inculcate a learning culture among staff.
Monitor and report programme outcomes and results that include tracking of training records, costs, effectiveness, training evaluation and feedback.
Source for and liaise with training providers and coordinators,
Register employee to training courses and to apply government grants.
Administer training records, documentation and government grants.
Ad-Hoc Duties
Support with onboarding orientation for new joiners.
Support in HR projects, whenever necessary.
Any other HR matters whenever directed by Manager/Managing Director /Management
Requirements:
Degree or Diploma in HRM or equivalent, with at least 2-3 years of relevant working experience.
Good knowledge and application of MOM Employment Act & Policies
Hands on experience with payroll system will be an added advantage
Loh Suet Yan Reg No: R22108031
The Supreme HR Advisory Pte. Ltd. EA No: 14C7279"
Senior HR Executives,ALLIANCE HEALTHCARE GROUP LIMITED,MCF-2023-0694021,"THE ELITIST, 25 BUKIT BATOK CRESCENT 658066",Full Time,Senior Management,3 years exp,Human Resources,"['$3,500to$5,000']",Monthly,12 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Highlights
Public Listed Healthcare Organisation
People Centric Culture
Be part of a vibrant and collaborative team
Job Description
The Opportunity
This is an exciting role for an enthusiastic professional to be a part of a people focused and collaborative HR team and a key contributor within our HR Shared Services function. If you are looking to gain invaluable experience to advance your career by contributing to the development of a progressive and forward thinking HR function, we would love to hear from you.

How you will make an impact
You will be responsible for end-to-end payroll and employee life cycle activities, providing a broad spectrum of payroll and employee services that support the day-to-day execution and delivery of HR operations activities for the assigned business areas.
You will also actively support other aspects of the HR shared services and operations and participates in recruitment, HR projects and initiatives.

Requirements
Demonstrated experience and proficiency in a high volume, multi payroll cycle environment.
Ability to work autonomously in a fast-paced environment.
Attention to details, strong analytical and excel skill.
Excellent written and communication skills.
To know more about Alliance Healthcare Group, visit us at www.alliancehealthcare.com.sg"
HR Executive (Generalist),CY MAINTENANCE PTE. LTD.,MCF-2023-0716236,"HENG LOONG BUILDING, 61 BUKIT BATOK CRESCENT 658078",Full Time,Executive,2 years exp,Human Resources,"['$2,900to$3,200']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Description:

Prepare monthly payroll
Assist in recruitment and on-boarding activities
Preparation and signing of employment contracts
Application of work passes
Handle enquiries from staff on leave, salary issues, HR policies, benefits and other HR related matters
Assist in the co-ordination of the probation, confirmation and annual review exercise
Assist to coordinate leadership developmentt and internship / place & train programme
Other adhoc duties assigned by HR Manager


Job Requirements:

1 or 2 years' working experience
Team player with strong analytical skill, integrity with strong sense of confidentiality
Able to multi-task and work independently
Good interpersonal skills and willing to learn attitude"
