title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Early Childhood Teacher (5.5 Days Work / 44 Hours / Yishun / Up to $3400) - WL,RK RECRUITMENT PTE. LTD.,MCF-2023-0719131,,Full Time,Fresh/entry level,2 years exp,Education and Training,"['$2,400to$3,400']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Benefits Summary:
Private Institution
Up to $3,400 + Performance Bonus
Mon - Fri, (40 Hours)
Sat, 9am - 1pm (4 Hours)
Location: Yishun
Responsibilities:
To mentor and look after children between the ages of 18 months and six
Be dedicated to lifetime learning and ongoing professional development;
Create lesson plans and maintain accurate records of each child's development
Be accountable for maintaining the classroom and the school's environmen
Cultivate and maintain relationships with parents
Take part in event planning and marketing and fundraising initiatives
Devoted, imaginative, active, and disciplined.
Please submit your updated resume by using the APPLY NOW BUTTON

By submitting your personal data and/or resume to us in connection with your job application, you will be deemed to have agreed and consented to us in collecting, using, retaining, and disclosing your personal data and/or resume to prospective employers for the purpose of the evaluating, processing and administration by company relating to this job application.

*We regret to inform you that only shortlisted candidates would be notified*

We wish you all the best in your career search.

You are welcome to visit our website at
http://www.rkgroup.sg/

RK Recruitment Pte Ltd | EA License No.: 20C0280

Tan Wan Ling | EA Personnel No.: R23115609"
Child Care Teacher / Language Teacher,ACEKIDZ @ SG PTE. LTD.,MCF-2023-0605180,,"Part Time, Permanent, Full Time",Professional,1 year exp,Education and Training,"['$500to$3,500']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Child Care Teacher/
Language Teacher

Plan and implement a holistic
and developmentally
appropriate early childhood
curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Provide activities, apparatus
and equipment to support the
various curriculum areas
Ensure that centre’s service
meets the needs of children
and families

For K1/K2 Teachers
At least 5 GCE “O’ level credits
including EL or MT
Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA for K1/K2 teachers;
Registered with ECDA and
attained a L2 certification
For N2 Teachers
At least 3 GCE “O’ level credits
including EL or MT.
Certificate in Pre-school
Teaching (CPT) / Certificate in
Early Childhood Care and
Education (CECCE), or its
equivalent recognised by
ECDA.
Registered with ECDA and
attained a L1 certification"
Child Care Teacher / Language Teacher,ACEKIDZ @ SG PTE. LTD.,MCF-2023-0546420,"HONG KONG PARK, 3 SIAN TUAN AVENUE 588270","Part Time, Permanent, Full Time",Professional,1 year exp,Education and Training,"['$500to$3,500']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Child Care Teacher/
Language Teacher

Plan and implement a holistic
and developmentally
appropriate early childhood
curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Provide activities, apparatus
and equipment to support the
various curriculum areas
Ensure that centre’s service
meets the needs of children
and families

For K1/K2 Teachers
At least 5 GCE “O’ level credits
including EL or MT
Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA for K1/K2 teachers;
Registered with ECDA and
attained a L2 certification
For N2 Teachers
At least 3 GCE “O’ level credits
including EL or MT.
Certificate in Pre-school
Teaching (CPT) / Certificate in
Early Childhood Care and
Education (CECCE), or its
equivalent recognised by
ECDA.
Registered with ECDA and
attained a L1 certification"
Child Care Teacher / Language Teacher,ACEKIDZ CREATIVE EDUCARE,MCF-2023-0605110,,"Contract, Part Time, Permanent, Full Time",Non-executive,1 year exp,Education and Training,"['$500to$3,000']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Child Care Teacher/
Language Teacher

For K1/K2 Teachers
At least 5 GCE “O’ level credits
including EL or MT
Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA for K1/K2 teachers;
Registered with ECDA and
attained a L2 certification
For N2 Teachers
At least 3 GCE “O’ level credits
including EL or MT.
Certificate in Pre-school
Teaching (CPT) / Certificate in
Early Childhood Care and
Education (CECCE), or its
equivalent recognised by
ECDA.
Registered with ECDA and
attained a L1 certification

Demonstrate good active
communicative skills
Adequate knowledge of current early
childhood care and education
development theories, research and
practices
Ability to work well with children and
families
Is familiar of government regulations,
quality assurance framework (Child
Care Act and Regulation, SPARK etc.)

Plan and implement a holistic
and developmentally
appropriate early childhood
curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Provide activities, apparatus
and equipment to support the
various curriculum areas
Ensure that centre’s service
meets the needs of children
and families"
Child Care Teacher / Language Teacher,ACEKIDZ @ LAKEVISTA PTE. LTD.,MCF-2023-0605217,,"Contract, Flexi-work, Freelance, Full Time, Internship/Attachment, Part Time, Permanent, Temporary",Professional,1 year exp,Education and Training,"['$1,000to$3,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Child Care Teacher/
Language Teacher

Main job responsibility is to
develop and implement
early childhood
programmes to a group of
children in the centre/ one
whose main job
responsibility is to teach
Mother Tongue Language
in the centre.

Plan and implement a holistic
and developmentally
appropriate early childhood
curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Provide activities, apparatus
and equipment to support the
various curriculum areas
Ensure that centre’s service
meets the needs of children
and families

For K1/K2 Teachers
At least 5 GCE “O’ level credits
including EL or MT
Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA for K1/K2 teachers;
Registered with ECDA and
attained a L2 certification
For N2 Teachers
At least 3 GCE “O’ level credits
including EL or MT.
Certificate in Pre-school
Teaching (CPT) / Certificate in
Early Childhood Care and
Education (CECCE), or its
equivalent recognised by
ECDA.
Registered with ECDA and
attained a L1 certification

Demonstrate good active
communicative skills
Adequate knowledge of current early
childhood care and education
development theories, research and
practices
Ability to work well with children and
families
Is familiar of government regulations,
quality assurance framework (Child
Care Act and Regulation, SPARK etc.)"
Child Care Teacher / Language Teacher,ACEKIDZ @ LAKEVISTA PTE. LTD.,MCF-2023-0605211,,"Contract, Flexi-work, Freelance, Full Time, Internship/Attachment, Part Time, Permanent, Temporary",Professional,1 year exp,Education and Training,"['$1,000to$3,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Child Care Teacher/
Language Teacher

Main job responsibility is to
develop and implement
early childhood
programmes to a group of
children in the centre/ one
whose main job
responsibility is to teach
Mother Tongue Language
in the centre.

Plan and implement a holistic
and developmentally
appropriate early childhood
curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Provide activities, apparatus
and equipment to support the
various curriculum areas
Ensure that centre’s service
meets the needs of children
and families

For K1/K2 Teachers
At least 5 GCE “O’ level credits
including EL or MT
Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA for K1/K2 teachers;
Registered with ECDA and
attained a L2 certification
For N2 Teachers
At least 3 GCE “O’ level credits
including EL or MT.
Certificate in Pre-school
Teaching (CPT) / Certificate in
Early Childhood Care and
Education (CECCE), or its
equivalent recognised by
ECDA.
Registered with ECDA and
attained a L1 certification

Demonstrate good active
communicative skills
Adequate knowledge of current early
childhood care and education
development theories, research and
practices
Ability to work well with children and
families
Is familiar of government regulations,
quality assurance framework (Child
Care Act and Regulation, SPARK etc.)"
Lead Teacher / Senior Teacher,ACEKIDZ CREATIVE EDUCARE,MCF-2023-0605103,,"Contract, Part Time, Permanent, Full Time",Professional,1 year exp,Education and Training,"['$500to$3,400']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Lead Teacher/
Senior Teacher

Work within the child care
centre’s policies, philosophy
and procedures
Work, under supervision of the
Centre Principal, to lead and
mentor junior colleagues
Work with programme staff to
develop a holistic and
developmentally appropriate
early childhood curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Ensure that centre’s service
meet the needs of children and
families


Has at least 5 GCE “O’ level
credits including EL or MT.
Has the Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA.
Has been registered with
ECDA and attained a L2
certification

Demonstrate good active
communicative skills
Demonstrate effective leadership and
supervisory skills
Adequate knowledge of current early
childhood care and education
development theories, research and
practices
Ability to work well with children and
families
Is familiar of government regulations,
quality assurance framework (Child
Care Act and Regulation, SPARK etc.)"
Assistant Teacher,LITTLE PADDINGTON PRESCHOOL SERANGOON PTE. LTD.,MCF-2023-0714807,,Permanent,Fresh/entry level,1 year exp,Education and Training,"['$1,600to$2,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Description
Job Highlights:
Attractive Bonuses
Health Insurance (Hospitalisation & Outpatient: GP & Specialist)
Lunch Provided
The Preschool Assistant Teacher is responsible for assisting with routine care and carrying out activities in line with the requirements of the ECDA in support of the main class teachers.

We are expanding and need teachers with preschool experience and the following requirements or undergoing these listed courses
- ACEY, HCIC, FECCE certificates or equivalent
- 2 years’ experience with a similar job scope
- PC Literate"
Childcare Teacher / Infant Teacher / Asst Teacher / Clementi / Jurong East - 0001,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0715363,,"Permanent, Full Time",Professional,1 year exp,"Education and Training, Social Services, Others","['$2,000to$4,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
L1 / L2 Childcare Teacher / Infant Teacher / Assistant Teacher
$2,000 - $4,000
Clementi / Jurong East / Punggol / Paya Lebar / Bedok
Responsibilities:
Follow health, safety, nutritional and hygiene standards and rules.
Guide the social and emotional growth along with confidence in children.
Impart the core values of early childhood education with events.
Reach out to and foster trust and respect in relationships with children.
Review teaching and learning approaches that follow Curriculum Frameworks.
Set up quality learning environments.
Understand the learning and developmental needs of young children (birth to age 8).
Use classroom management and document children’s learning.
Requirements:
Diploma in Early Childhood Care & Eductaion
DPT L1 / L2
Infant Care - HCIC / CIT / ACEY
The Supreme HR Advisory Pte Ltd || 14C7279
R22111009 Cheng Kai Ling"
Lead Teacher / Senior Teacher,ACEKIDZ @ LAKEVISTA PTE. LTD.,MCF-2023-0605223,,"Contract, Flexi-work, Freelance, Full Time, Internship/Attachment, Part Time, Permanent, Temporary",Professional,1 year exp,Education and Training,"['$1,000to$4,000']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
The main job responsibility
is to assist the Principal in
the daily running of the
centre, including
supervision of teachers,
and teach in classes.
Work within the child care
centre’s policies, philosophy
and procedures
Work, under supervision of the
Centre Principal, to lead and
mentor junior colleagues
Work with programme staff to
develop a holistic and
developmentally appropriate
early childhood curriculum
Provide a safe and clean
learning environment for the
care and development of
children in the centre
Ensure that centre’s service
meet the needs of children and
families
Has at least 5 GCE “O’ level
credits including EL or MT.
Has the Diploma in Pre-school
Education - Teaching (DPE-T)
/ Diploma in Early Childhood
Care and Education (DECCET),
or its equivalent recognised
by ECDA.
Has been registered with
ECDA and attained a L2
certification
Demonstrate good active
communicative skills
Demonstrate effective leadership and
supervisory skills
Adequate knowledge of current early
childhood care and education
development theories, research and
practices
Ability to work well with children and
families
Is familiar of government regulations,
quality assurance framework (Child
Care Act and Regulation, SPARK etc.)"
