title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Student Services Officer / Academic / International School / 5 Days Work / Up to $3.8K - 0001,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0718765,,Full Time,Executive,2 years exp,Education and Training,"['$3,000to$3,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Student and Academic Services Officer (Academic)
Working Time: Monday to Friday, 8.30am – 6pm
Working Location: Haw Par Villa (Nearest MRT)
Salary: $3000 - $3800

Overview and Objective of the Position
The Student and Academic Services Officer is responsible for providing high quality administrative and services support, across a broad range of academic and student services and administrative functions.
The position acknowledges the interdependence of student and academic related matters, the importance of front of counter student facing activities and back of office administration, as well as the need for areas of specialisation.
Job Duties:

Academic Staff
Prepare and maintain sessional academic staff employment contracts.
Organise and maintain academic staff contact details, network accounts and systems access.
Ensure academic staff have access to required equipment and resources.
Obtain necessary teaching approval for academic staff.
Maintain records of qualifications and CVs of academic staff.
Register academic staff details through online systems to maintain CPE registration of academic staff.
Check sessional academic staff teaching claims for submission to Finance for processing.
Assist in planning and organising Professional Development workshops for academic staff.
Students Management
Manage students’ record and update students’ status on Student Management systems to ensure accuracy of record and academic status.
Advise students on course requirements.
Assist with enrolment of new and continuing students.
Provide support and assist students with academic enquiries.
Identify students in need of academic skills support and refer them to relevant support class.
Monitor academic progress to identify students at risk.
Process course variation applications and provide relevant academic counselling to students relating to the study plan.
Organise and conduct student academic advising session and briefing when required.
Ensure student academic progress is in accordance with regulations.
Provide support at Student Connect.
Students’ Contracts and Student’s Pass Management
Process student pass renewal application and student pass cancellation for each study period on SOLAR+
Monitor the validity and expiry of student passes and other types of passes for non-citizens
Maintain records of the application, payment, approval and collection of student pass
Ensure all student pass changes have relevant approvals in line with policy
Maintain procedures manual for the management of student pass
Assisting with the preparation and checking of student contracts
Execute student contracts in accordance with the procedures and in line with policy
Course Planning and Delivery
Assist in planning of units offering for each study period for all programs.
Manage and update student study plans each study period for all programs.
Assist in the development of the academic timetable for each study period in consultation with Director of Academic Services and academic staff.
Prepare timetable in the Student Management System and setup for students’ class registration.
Manage students’ class registration via the Student Management System.
Support the class monitoring process to ensure they are taking place in accordance with the timetable and keep records of any changes.
Ensure that the class sizes are viable after enrolment is finalised.
Support academic staff for course delivery requirement.
Support lesson observation as part of quality management.
Assist in planning and organising Study Skills workshops for students.
Maintain up to date knowledge of course structures and academic policies and procedures.
Attendance System Management
Manage the attendance system and liaise with the vendor to ensure the system is operating effectively.
Ensure that information (e.g. student enrolment and timetable details) on the attendance system is up to date and accurate.
Monitor the captured attendance records and review the accuracy of the data captured against scheduled timetable.
Prepare relevant reports from attendance records to facilitate the monitoring of attendance requirements, including identifying students at risk.
Prepare student attendance records for submission to Immigration & Checkpoints Authority for the purpose of Student’s Pass applications.
Process students’ absence justification requests and lecturers’ manual attendance requests.
Process attendance appeals.
Coordinate and facilitate staff training sessions on the attendance system.
Coordinate and facilitate the capturing of students’ bio data.
Academic Support
Meet and provide counselling with students who do not meet attendance requirements.
Provide support and assist students with academic enquiries.
Provide support at Student Connect.
Prepare the daily classroom schedules on the display monitors and maintain the locations where classroom schedules are displayed.
Support academic staff for course delivery requirement.
Assist in preparation of class lists.
Manage students and teaching staff surveys including the creation of the surveys, results compilation and analysis.
Assist with the logistics of tests and examinations.
Assist with the logistics for enrolment period.
Assist with preparation of Student ID cards.
Process and prepare students’ letter requests.
Others
Plan and implement student and academic staff surveys.
Prepare and analyze academic data and reports for Management.
Ad-hoc tasks assigned as and when required by Senior Student & Academic Services Manager (Academic).
Job Requirements:
• Diploma in Business Administration / relevant discipline
• Preferable with experience in dealing with International Students.

For complete list of jobs opportunities please visit
Supreme Full Jobs List
Part Time / Contract Staffing Telegram Group
The Supreme HR Advisory Pte Ltd || 14C7279
R22111009 Cheng Kai Ling"
English Language Teacher - Education / Lessons Planning [2683],THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0719505,,Full Time,Junior Executive,2 years exp,Education and Training,"['$3,200to$4,200']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
WhatsApp: +65 90820021 (Kyler)
Email: kylergan.supreme@gmail.com

Working Day: 5-day work week including 1 weekend
Working Hour: Weekdays: 10.30am to 7.30pm //12.30pm to 9.30pm | Weekends: 8.45am - 6.30pm
Salary: SGD 3,200 - SGD 4,200
Location: Clementi, Bukit Batok, King's Arcade, Ang Mo Kio, Hougang, Marine Parade, Tampines

Job Responsibilities:
Plan and deliver English language composition writing and English language lessons in accordance with the Company's guidelines and framework to achieve desired learning outcomes.
Mark students' scripts in accordance with the Company's guidelines and rubrics
Ensure marked scripts are returned in a timely manner.
Maintain accurate records of students' progress and cater to students' educational needs in a timely manner.
Be actively involved in the planning and preparation of curriculum and innovation of teaching methodology.
To provide timely feedback to parents and address their concerns appropriately.
To be tasked with 12 classes of various levels (Primary 1 - Secondary 4)
For complete list of jobs opportunities please visit
Supreme Full Jobs List
Part Time / Contract Staffing Telegram Group

The Supreme HR Advisory Pte. Ltd | 14C7279
Gan Kai Le | R23112683"
Presales Consultant,UIC ASIAN COMPUTER SERVICES PTE LTD,MCF-2023-0719612,,Permanent,Senior Executive,3 years exp,Information Technology,"['$4,000to$7,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Overview of Role
Having experience in supporting sales team, the person will possess demonstrable and successful background in the formation and management of customer required product solutions
Job Description
Perform in-depth and high-level technical presentations for customers and prospects.
To provide technical/project consultancy in support of sales at client meetings and on conference calls.
To discuss, capture and define customer requirements.
To work with the Sales teams to exploit the commercial opportunities for the IT Networking, Security, Servers & Storage range of products.
Responsible for Pre-sales project management from requirement capturing, design to implementation.
Working closely with members of the Delivery management team to ensure Infrastructure being delivered on time, to specification and within budget.
To write technical Requirement Specifications which meet customer requirements and translate these accurately to the Delivery and Deployment team
Where required - to review technology/service offerings/products with internal and external parties as part of any evaluation or development process.
Develop and maintain product proficiency and competency level by attending mandatory training classes and successfully completing required levels of competency.
When required, to develop and deliver training that ensures that the Sales teams understand and use technologies to the required level.
Report monthly to the Pre-Sales Manager on pre-sales progress and development
Job requirements
Degree or Diploma in Computer Science/Engineering or similar discipline with minimum 3-4 years in system integration work or relevant pre-sales role.
Certifications in various areas such as MCSE, CCNA, CCDP etc will be an advantage.
Experience in multi operating system platform will also be an advantage.
Strong analytical skills and conceptualization of system design and integration with excellent communication, presentation and proposal writing skills.
Relevant experience in project and team management is an added advantage.
Should be able to present solutions at senior management level on the value proposition."
NDT Level 3,HI-LEO ENGINEERING AND CONSTRUCTION SERVICES PTE. LTD.,MCF-2023-0719760,"PIONEER POINT, 5 SOON LEE STREET 627607","Contract, Permanent",Executive,2 years exp,"Engineering, Others","['$2,900to$4,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Job Description & Requirements
ASNT NDT Level III, PCN NDT Level III, Advanced NDT Specialist
Familiarisation of ASME & API Codes & Standards
Ability to assume full technical responsibility for clients’ NDT facilities.
Proven experience of providing solutions to clients’ NDT inspection related problems.
Maintain all of equipment and consumable storage in the store room to be ready for using with good conditions under acceptance criteria specific by client or international standard.
Willingness to be flexible and multi-task as part of a team, and contribute to company objectives.
Strongly motivated to achieve results, with a high degree of professionalism, honesty and integrity.
Excellent organizational and time management skills, able to priorities workloads with competing deadlines.
Good written skills to produce coursework and training materials, as well as clients’ NDT procedures, written practices, techniques and audit reports.
Provide internal trainiand technical guidance for other inspectors
Ensure that all personal certification is kept up to date.
Develop and approve NDT procedures, written practices and NDT techniques to a high standard that comply with clients
Creative skills to plan and deliver lessons in a professional, positive and engaging manner.
Ensure adequate training and cross checking the site works, share knowledgewith team members and contribute to team development.
To analyse work plans and projects, and as well as recommendations of every working unit; and to give advice on safety measures to the employer.
Feedback on revised Equipment’s and software’s for improvement.
Feedback after testing the new equipment on site for improvement.
Extensive knowledge of own subject area with extensive industrial NDT experience holding multiple NDT method Level III certification ASNT (RT,PT,UT,MT,VT,ET) /CSWIP (PAUT/TOFD)
Preferable:
Master's degree in NDT
Bachelor degree in Mechanical Engineering"
NDT Level 3,A-STAR OFFSHORE PTE. LTD.,MCF-2023-0719159,"PIONEER POINT, 5 SOON LEE STREET 627607","Contract, Permanent",Executive,2 years exp,"Engineering, Others","['$2,900to$4,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Job Description & Requirements
ASNT NDT Level III, PCN NDT Level III, Advanced NDT Specialist
Familiarisation of ASME & API Codes & Standards
Ability to assume full technical responsibility for clients’ NDT facilities.
Proven experience of providing solutions to clients’ NDT inspection related problems.
Maintain all of equipment and consumable storage in the store room to be ready for using with good conditions under acceptance criteria specific by client or international standard.
Willingness to be flexible and multi-task as part of a team, and contribute to company objectives.
Strongly motivated to achieve results, with a high degree of professionalism, honesty and integrity.
Excellent organizational and time management skills, able to priorities workloads with competing deadlines.
Good written skills to produce coursework and training materials, as well as clients’ NDT procedures, written practices, techniques and audit reports.
Provide internal trainiand technical guidance for other inspectors
Ensure that all personal certification is kept up to date.
Develop and approve NDT procedures, written practices and NDT techniques to a high standard that comply with clients
Creative skills to plan and deliver lessons in a professional, positive and engaging manner.
Ensure adequate training and cross checking the site works, share knowledgewith team members and contribute to team development.
To analyse work plans and projects, and as well as recommendations of every working unit; and to give advice on safety measures to the employer.
Feedback on revised Equipment’s and software’s for improvement.
Feedback after testing the new equipment on site for improvement.
Extensive knowledge of own subject area with extensive industrial NDT experience holding multiple NDT method Level III certification ASNT (RT,PT,UT,MT,VT,ET) /CSWIP (PAUT/TOFD)
Preferable:
Master's degree in NDT
Bachelor degree in Mechanical Engineering"
NDT Level 3,APACHEE MARINE SERVICES PTE. LTD.,MCF-2023-0718845,"PIONEER POINT, 5 SOON LEE STREET 627607","Contract, Permanent",Executive,2 years exp,"Engineering, Others","['$2,900to$4,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Job Description & Requirements
ASNT NDT Level III, PCN NDT Level III, Advanced NDT Specialist
Familiarisation of ASME & API Codes & Standards
Ability to assume full technical responsibility for clients’ NDT facilities.
Proven experience of providing solutions to clients’ NDT inspection related problems.
Maintain all of equipment and consumable storage in the store room to be ready for using with good conditions under acceptance criteria specific by client or international standard.
Willingness to be flexible and multi-task as part of a team, and contribute to company objectives.
Strongly motivated to achieve results, with a high degree of professionalism, honesty and integrity.
Excellent organizational and time management skills, able to priorities workloads with competing deadlines.
Good written skills to produce coursework and training materials, as well as clients’ NDT procedures, written practices, techniques and audit reports.
Provide internal trainiand technical guidance for other inspectors
Ensure that all personal certification is kept up to date.
Develop and approve NDT procedures, written practices and NDT techniques to a high standard that comply with clients
Creative skills to plan and deliver lessons in a professional, positive and engaging manner.
Ensure adequate training and cross checking the site works, share knowledgewith team members and contribute to team development.
To analyse work plans and projects, and as well as recommendations of every working unit; and to give advice on safety measures to the employer.
Feedback on revised Equipment’s and software’s for improvement.
Feedback after testing the new equipment on site for improvement.
Extensive knowledge of own subject area with extensive industrial NDT experience holding multiple NDT method Level III certification ASNT (RT,PT,UT,MT,VT,ET) /CSWIP (PAUT/TOFD)
Preferable:
Master's degree in NDT
Bachelor degree in Mechanical Engineering"
Office Cleaner (Part-Time),RUNNING LAB PTE. LTD.,MCF-2023-0719012,"KAKI BUKIT TECHPARK I, 17 KAKI BUKIT CRESCENT 416248",Part Time,Non-executive,1 year exp,General Work,['$480to$840'],Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Part-Time Office Cleaner (2-3 Days/Week FLEXIBLE HOURS)

Description:
Roles & Responsibilities

WORK 4 HOURS PER DAY, FLEXIBLE WORKING HOURS

Work Days: Tuesday & Friday (Wednesdays can be Optional)

Job Responsibilities:

To ensure cleanliness and hygiene of the office, duties include:

Sweep and mop common corridor and meeting rooms
Wiping tables
Clearing of rubbish bin
Wash 4 small toilets (total 6 cubicles)
Clean Pantry area
Any other ad hoc duties assigned by supervisor
$15 /per hour

5 Mins walk to Kaki Bukit MRT (downtown line)"
Bartender,MARINA BAY SANDS PTE. LTD.,MCF-2023-0718638,"Marina Bay Sands , 10 Bayfront Avenue 018956","Permanent, Full Time",Non-executive,1 year exp,"F&B, Hospitality","['$2,500to$3,360']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Responsibilities:
Maintain complete knowledge of:All menu items available in the bar
All liquor brands, beers, and non-alcoholic selections available in the bar.
Every wine/champagne by the glass and major wines on the wine list.
Designated glassware and garnishes for drinks.
All menu items, preparation method/time, ingredients, sauces, portion sizes, garnishes, presentation and prices.
Daily menu specials and out of stock items.
Bar layout, table set-ups, hours of operation
Imputing of items in the Info Genesis system.
Daily arrival / departure, VIPs
Be aware of in-house group activities, locations and times.
Correct maintenance and use of equipment.
All department policies / service procedures.

Attend line-ups with other staff and review all information pertinent to the day’s business.
Check own grooming and attire standard.
Meet with Captains, or Manager to review daily specials and out of stock items. Ensure that other members of the staff are aware of such changes.
Communicate closely with Captains and Service Attendants to ensure quality service is achieved.
Assist other bartenders and service attendants whenever possible
Perform work and side duties in accordance with departmental procedures.
Maintain storage areas with proper supplies, organization, and cleanliness. Rectify any cleanliness/organization deficiencies as requested by superiors.
Replenish par levels for supplies and equipment. Complete requisitions to replenish shortages or additional items needed for the anticipated business.
Upsell to guests whenever possible
Transport linens to bar whenever required
Prepare special items for events in accordance with superior’s requests
Attend meal breaks as assigned
Prepare workstations & pantries, ensuring compliance to departmental standards.
Ensure that all materials, equipment are in complete readiness for service in accordance to business needs;
Ensuring that all procedures are carried out to departmental standards
Participate and contribute in all designated meetings and training sessions
Daily check and cleaning of work areas ensuring compliance with standards of cleanliness and order. Report any defects to Manager on Duty
Anticipate, acknowledge and respond promptly to guests requests at all times
Be familiar with all operation services/features and local attractions/activities to respond accurately to any guest inquiry.
Report guest opportunities to Superiors following the instant pacification procedures and ensuring guest satisfaction. Advise of the problem and if unable to solve the problem, ask for superior’s assistance.
Be aware of guest reactions and communicate with superior and other service staff to ensure guest satisfaction.
Maintain cleanliness and working conditions of departmental equipment, supplies, and work areas.
Answer outlet telephone within 3 rings, using correct salutations and telephone etiquette.
Ensure all assigned closing duties are completed before signing out.
Take part in formal training programs
Provide feedback of any problems to the Superior.
Work to be part of a cooperative working climate, maximizing productivity and employee morale.
Report to Manager on Duty work orders for maintenance and repairs to be submitted to Manager.
Review status of assignments and any follow-up actions with Manager on Duty.
Successful completion of the training/certification processes
Collect & Analyze Guest Preferences and Comment Cards
Job Requirements:
Completion of high school “O” Level
Diploma in Hospitality and Tourism is an advantage.
Minimum 12 months in bartending experience
Be at least 18 years of age
Proficient in written and verbal English
Marina Bay Sands is committed to building a diverse, equitable and inclusive workforce, providing equal opportunities as we grow our talent base to match our growth ambitions in Singapore.
Our employees are committed to adhere to and abide by all rules, regulations, policies and procedures, including the rules of conduct and business ethics of the Company."
3D Designer,JULIAN GREY CORPORATE ADVISORY PTE. LTD.,MCF-2023-0718987,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623","Permanent, Full Time",Executive,3 years exp,Architecture / Interior Design,"['$3,000to$4,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Prepare to embark on a dynamic journey in the realm of brand experience, contributing to innovative projects with a global reach, all while being part of a partnership with Julian Grey's client. With a rich history spanning three decades in the industry, our client is committed to fostering creativity and excellence. Offering an environment where your contributions make a significant impact, you'll collaborate with a passionate team, access continuous professional growth, and become part of a global network shaping the future of brand experiences.

Job Responsibilities :
Research, analyze, and craft 3D designs meeting diverse client needs, adhering to project specifications.
Conceptualise and execute 3D visual concepts to convey innovative designs across a range of applications including global travel retail, POSM, customer journeys, 360-degree experiences, pop-up booths, and graphic adaptations for the luxury, lifestyle, and global travel retail sectors.
Precisely interpret project briefs, understand visual communication goals, and transform ideas into photorealistic 3D renderings with exceptional lighting and graphic adaptation.
Develop design concepts within project budgets.
Collaborate with account servicing and production teams to ensure seamless alignment with client requirements, from conceptualization to production.
Requirements
Minimum diploma in product/industrial/retail/interior design or equivalent.
Showcase versatility as a designer with a minimum of 3 years of experience in an agency or luxury brand.
Proficient in creating and utilizing 3D models from layout plans and sketches, with a strong grasp of related visualization and photorealistic rendering techniques.
Demonstrate creativity, imagination, and enthusiasm for producing high-quality design concepts for retail and branded product displays.
Proficiency in 3D Studio Max and/or Sketchup, V-ray, Photoshop, and Illustrator.
Familiarity with Autocad is a valuable asset.
Exhibit strong time management abilities to handle multiple concurrent projects.
Follow us for more updates, interview tips!
https://www.instagram.com/juliangreygroup/
https://www.linkedin.com/company/juliangreygroup/
https://www.facebook.com/juliangreygroup/
Our telegram channel for job opportunities - https://t.me/jobopportunitiessg

Quek Jian Wei
Reg No. R22110928
Julian Grey Corporate Advisory Pte. Ltd.
EA License No: 19C9568"
Associate Product Manager,FABRICA ROBOTICS PTE. LTD.,MCF-2023-0618508,75 AYER RAJAH CRESCENT #01-07/09/10 139953,Full Time,Junior Executive,1 year exp,"Accounting / Auditing / Taxation, General Management, Human Resources, Marketing / Public Relations, Purchasing / Merchandising","['$5,000to$5,000']",Monthly,21 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Fabrica AI is creating a future where ideating and developing a robot for any task takes days, not years. We believe that by training end to end controls in simulation with reinforcement learning and above that iterating hardware designs, we can automate the whole development process. At the current stage, the most important resource is a large fleet of robots to validate our approaches for our AI system and to collect data. This would help keep us grounded in reality.
To start building up the fleet, we invented an automatic tile grouting robot that boosts productivity by 5x and are piloting it on construction sites in Singapore managed by Woh Hup, BHCC, Gin Chia, Soilbuild, and Dragages. This should correspond to about 30% of the Singaporean market. We have early leads in the US and Europe as well. Tile grouting is the process of filling up the gaps between tiles after the tiles have been laid. Grouting is part of virtually every construction project and a highly laborious process, is considered one of the most physically damaging tasks resulting in tilers’ knees and back issues, and thus quality issues would also arise. We invented a patent pending robot that is able to automatically grout and clean tile gaps with only a press of a button. The operators would only need to reload grout and water.

We have also pitched at the Built Environment Demo Day 2022 organised by BCA as part of the International Built Environment Week (IBEW) and won the Rising Star Award. IBEW has drawn more than 10,000 individuals from over 100 countries.

Recently, we had a Presentation to Deputy Prime Minister of Singapore: https://www.linkedin.com/feed/update/urn:li:activity:7034394354731413504
We have also raised 850k USD from Hoxton Ventures to enable our development in not just our tile grouting robots but also other forms of construction automation.
Website: https://www.fabrica.ai/
Latest Demo: https://drive.google.com/file/d/188KeCqgzwHAlwcr5etLjK0jRmFvheAbP/view?usp=sharing

Your role would be a cross between bringing our robot to market and helping to develop our robot, especially from the perspective of our clients. You may be remunerated with a combination of salary and share options. This role requires a reasonable amount of technical understanding/engineering interest.
Having a basic understanding of all technical aspects of our work (mechanical design, 3d printing, electronics design and manufacturing, and software controls).
Visiting industry trial sites to test our robot and giving appropriate feedback and ideas on what we could improve on.
Speaking to industry players, ground workers, understanding the various processes around or related to tile grouting to help us shape our solution, especially from an operational point of view.
Connecting manufacturers and our R&D team to build and iterate on our prototype, creating new avenues for manufacturing at scale, manufacturing for reliability
Sourcing for and testing appropriate equipments and materials for R&D
Scheduling and joining meetings with prospective clients, investors, and partners
Market research for expansion overseas
Accounting, purchasing, logistics, general operations
Scouting for new opportunities, writing proposals for them, and pushing fabrica out there
Contributing to our go-to-market strategy for overseas markets beyond Singapore.
Hiring and recruitment
Website and other marketing/public relations management
Any other operational duties
A great candidate would possess the following:
Value the direct impact on the product and proximity to clients at a startup and the growth potential of a startup
Willing to work without a very well defined job scope and willing to adapt to changes week on week
Ability to think of metrics to measure progress and deciding based on back of the envelope calculations
Keenness to do more than is expected, impact driven
Growth mindset driven
Our development process is very iterative and agile. Thus, there would not be a concrete plan more than 2 weeks ahead and your role/tasks is/are likely to evolve over time. If you like this process, you’d be a good fit for us. You would thus play a significant part in deciding how your work would contribute to our overall goals. Please email your resume to careers@fabrica.ai if you are interested. Thank you."
