title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Independent Director,RAFFLES DIGITAL INFRASTRUCTURE PTE. LTD.,MCF-2023-0716503,"AIA TOWER, 1 ROBINSON ROAD 048542",Contract,Senior Management,15 years exp,"Accounting / Auditing / Taxation, Banking and Finance","['$3,000to$5,000']",Monthly,6 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Join Our Team as an Independent Director for the Audit Committee

Raffles Infrastructure Holdings Limited, which is the ultimate holding company of Raffles Digital Infrastructure Pte Ltd, is a publicly listed company on the Mainboard. We are seeking an experienced and accomplished professional to join our dynamic team as an Independent Director for the Audit Committee.

About Us: Our Group is principally engaged in infrastructure investment in Asia, having created a platform to provide an integrated suite of services from investments, and financing to construction and operation under the PPP model. With a strong commitment to transparency, governance, and excellence, we have consistently delivered impressive results and maintained our position as a leader in our industry.

Position Overview: As an Independent Director on our Audit Committee, you will play a crucial role in overseeing our financial reporting, internal controls, and risk management processes. Your insights and expertise will help us maintain the highest standards of corporate governance and financial integrity.

Key Responsibilities:
Collaborate with fellow committee members to review financial statements, ensuring accuracy and compliance with regulatory requirements.
Assess the effectiveness of internal control systems and risk management practices.
Engage with our external auditors to address audit-related matters.
Contribute to the development and implementation of sound corporate governance practices.
Provide independent and objective insights to safeguard shareholder interests.
Qualifications:
Proven track record as a successful executive or non-executive director, preferably in a publicly listed company.
Extensive experience in finance, accounting, or auditing.
Strong knowledge of regulatory requirements and corporate governance principles.
Exceptional analytical and strategic thinking skills.
A commitment to the highest ethical standards.
Why Join us?
Be part of a respected and forward-thinking organization.
Contribute to the growth and success of a leading company.
Collaborate with a diverse and talented team of professionals.
Make a meaningful impact on corporate governance and financial stewardship.
How to Apply:

If you are ready to take on this exciting and impactful role as an Independent Director on our Audit Committee, please submit your CV and a cover letter detailing your relevant experience and motivations for joining our group to sherryxie@rafflesinfrastructure.com."
Sales Director,TMC ACADEMY PTE. LTD.,MCF-2023-0715980,805 GEYLANG ROAD 389683,Full Time,Middle Management,5 years exp,"Education and Training, General Management, Marketing / Public Relations, Sales / Retail","['$7,000to$10,000']",Monthly,8 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
SELECTION CRITERIA:
A tertiary degree with at least 5 years experience in recruitment for education industry and 2 years experience in managing agents
A demonstrated ability to establish external networks effectively and has a existing network in the Middle Eastern nations
Able to perform under pressure and deadlines to meet student recruitment targets
Demonstrated high level interpersonal and communication skills with the ability to influence and impact on and build support for ideas and actions.
Fluency in English and one other language. Excellent written English skills that enable clear communications
Good public speaking skills to address students, parents and community groups at information seminars and marketing event.
KEY RESPONSIBILITIES:
2.1 Key responsibilities
Take charge of recruitment of international/local students.
Develop, plan, implement and maintain good sales and marketing strategies for the growth and profitability of TMC.
Responsible for sales and marketing and promotion of all courses conducted by TMC and liaising with agents, students, suppliers and other related personnel.
Liaising and visiting companies, factories, colleges for presentation, sales and promotion of TMC courses.
To achieve the KPIs for student recruitment set by the Management.
Compilation of competitor’s information, market research analysis and make recommendations to the CEO/Directors.
To supervise and co-ordinate with administrators to ensure a smooth work flow between the sales and the course admin.
Responsible for the public relations (handling of complaints, clients conflict resolution and related matters); and liaising with sales consultants, administrators to provide good administrative support to all the students.
Training and Orientation of new staff, staff counseling, sales meetings and sales reviews.
Complying with the CPE’s requirements and standards; to assist in other related applications and its subsequent maintenance and control, to ensure that all the policies, procedures and processes are in accordance to the EduTust’s standards, particularly Criterion 3 External Recruitment Agents and Criterion 2.5.3 Publicity: Course Advertisement and Promotion.
Responsible for managing external communications (i.e. website, face book) at a corporate level within TMC.
Provide quality customer service and course consultation, and to sell the full range of courses to the general public, walk-in enquiries and phone-in enquiries.
Formulate and implement marketing and sales strategies for all the courses offered by TMC.
To do marketing research, comparison of courses/course fees of competitors and make recommendations for the pricing of each course, fee payment structures for each course.
To provide regular sales meetings / sales training sessions for the consultants on sales techniques, updates on all courses and their pricing and fee payment structures. To make sure the consultants are well verse on all our products and pricing and payment structures and to rectify any inconsistencies & irregularities on the payment structures. Assist in the training and orientation of new staff members, staff counseling, sales report and sales reviews.
To establish and maintain proper systems of record keeping and documentations on related issues and be responsible for the generation of these reports in the specific format, as and when required and the distribution of these reports to those persons involved.
Any other duties, which may be of a permanent nature or only require Intermittent attention e.g. classroom arrangements, classroom occupancy, classroom rental, to take charge of exhibitions, career fairs, graduation ceremony, and any other related ceremonies as and when required.
2.2 Planning of Recruitment & Marketing Events
Coordinate and in consultation with the Director of Marketing and Business Development/designate, prepare an annual calendar of marketing events and activities designed to meet recruitment of international student recruitment.
Ensure that in-country major recruitment activities and events correspond with the annual plan for the division for such events.
Manage recruitment events within the allocated budget.
Coordinate marketing events with other areas within TMC, as required eg. Management Office, Registrar’s unit – Student Administration.
Assist other Country Managers on urgent matters related to marketing and student recruitment matters in the event that the Country Managers are out station
Provide advice to the Director of Marketing and Business Development on the annual budget for international travel and recruitment required to meet recruitment targets and travel itineraries.
Prepare an annual calendar of travel required for international recruitment of students, ensuring that itineraries do not clash with major marketing events at which attendance is required\
2.3 Communication and Cross-functional Teamwork
Maintain open and effective relationships and communication channels with all relevant stakeholders across the company so as to facilitate the efficient management of students .
Contribute to building and strengthening teamwork between sales and other staff ensuring that sales and recruitment initiatives are communicated and understood.
Consult with Heads of Schools regarding the recruitment of students and establish an academic liaison person for each School and department to provide academic advice to students regarding the courses offered.
To work closely with other departmental staffs
2.4 Training and Coaching
General Product Knowledge briefing for new staff
Provide training and mentor new staff to ensure that staffs observe the approved procedures for the recruitment and admission of students.
Provide coaching to existing and new staff to familiarize them with the sales process from prospecting and lead generation to closing
Conduct regular role play with staff to improve presentation skills
Assist and guide new staff during their first few course previews
Arrange with Academic staff to share on the details of each programme
Provide daily feedback and follow up on staff sales performances
Work closely with the Academic Staff and PICs to develop Sales Kit for each Discipline
Ensure that recruitment targets are met.
Ensure that the admission procedures that relate to the recruitment of students are followed and that applications are fully documented when they are referred to Student Administration. Provide appropriate training to staff as required and monitor their performance.
Ensure that a high quality client services are provided to student
2.5OTHERS
Any other sales and marketing and administrative duties assigned by the Director of Marketing and Business Development or Designate from time to time."
Operations Director,CLAUDINE PTE. LTD.,MCF-2023-0717798,39C Harding Rd 249541,Full Time,Senior Executive,5 years exp,"F&B, General Management, Others","['$8,000to$15,000']",Monthly,23 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
The Operations Director is a visible, energetic and ethical leader who develops, maintains and promotes a management philosophy which focuses on guest satisfaction and employee engagement, while consistently achieving annual and long term financial and strategic plans.

Accountable for the business performance, this position sets the overall goals in alignment with the strategic direction envisioned for the business. This role has an overall operational and management responsibility, and is to maintain high standards of service excellence, elevate guest experience and uphold corporate governance in all aspects of the Concept’s operational requirements including food and beverage.

Your key responsibilities in this role includes the following:

Team Management:
● Manage and drive the outcomes of the team including the achievement of set commercial and non-commercial targets
● Collaborates and ensures all people practices are aligned for your venue in accordance with The Lo & Behold Group’s beliefs and culture
● Provides strategic direction to new General Manager(s) for new projects collaborated between The Lo & Behold Group and Behold Julien for their first 12 months of hire, establishing and accomplishing the business mission and Leadership to ensure all standard operating procedures and processes are compliant and brand identity of the new concept is achieved

Business Acumen:
● Work closely with the Board of Directors in the approval of and implementation of all marketing and promotional ideas and concepts, ensuring the success of the concept.
● Partners the Finance team to deliver recommendations, or reports by creating analysis for cost-benefit and returns
● Develop and monitor plans, budgets and procedures to provide direction and controls for the venue operations; direct corrective action procedures as necessary to help assure that budget goals are attained (ie. increase sales and minimize costs)
● Provides strategic and operational insights and planning for new development projects collaborated between The Lo & Behold Group and Behold Julien

Operational Leadership:
● Drives and accomplishes objectives by establishing plans, budgets, and results measurements; allocating resources; reviewing progress; making mid-course corrections
● Lead menu launches while working closely with the respective Chefs and the Group Marketing team
● Ensure standards of hygiene are maintained and all concepts is compliant with health and safety regulations, energy management and local government regulations
● Oversee and approve the team’s manpower arrangements in accordance with the venue’s operational requirements
● Ensure that all guest feedbacks received from multiple online platforms and in venue dining experience is reported, collected and handled in a professional manner



Since our humble beginnings in 2005, The Lo & Behold Group has been quietly pushing the boundaries of Singapore’s lifestyle and hospitality landscape. Whether we’re building Singapore’s first rooftop bar from ground-up, or ironing out the creases of Asia’s top fine-dining restaurant, all that we do comes down to one thing: People. We’ve found that when we design for people and create magical experiences in the process, we’re able to bring out the best of a city. Its people, their purpose and places. The Lo & Behold Group strives to create timeless experiences for all who walk through our doors—guests, partners or employees. The dream is simple: to make our city more lovable, through bold ideas and intentional hospitality"
"Director, CRM",KLOOK TRAVEL TECHNOLOGY PTE. LTD.,MCF-2023-0716246,"AFRO-ASIA, 63 ROBINSON ROAD 068894","Permanent, Full Time",Senior Management,10 years exp,"Information Technology, Travel / Tourism","['$12,000to$18,000']",Monthly,14 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
About Klook
Klook is the go-to travel and leisure e-commerce platform for experiences and services anytime, anywhere. Founded in Hong Kong in 2014 out of passion for discovery, our purpose today is to inspire and enable more moments of JOY. Even when the COVID-19 pandemic hit, we held on to our conviction and successfully unlocked the domestic travel business. To date, we are already offering over 490,000 activities in over 1,000 destinations. With cross-border travel resuming, we have made it our mission to reshape the world of travel. Isn’t this exciting?!

It certainly is for our international community of over 1,200 employees, based in over 20 locations globally! Joymakers at heart, Klookers are not only curating joyful experiences for others, but also co-creating our world of joy in the Klookiverse. We are on a journey to foster a strong company culture that supports a high-performing and successful business, and we are guided by our core beliefs - Push boundaries, Ask for and give feedback, Take ownership, and Help each other - in everything we do. We are excited about building and realizing endless possibilities in the new era of travel. Care to be a part of this revolution?


The role:
Klook is seeking an experienced Director of CRM to oversee and lead the development and execution of strategies that drive customer engagement, retention, and loyalty across all markets and channels.
As the Director of CRM, you will work closely with our marketing, product, and data teams to ensure that Klook delivers an exceptional customer experience that maximizes customer lifetime value. You will play a critical role in driving Klook's growth by leveraging customer data and insights to develop and execute strategies that deliver an exceptional customer experience.


What you’ll do:
Lead the Company's shift from a focus on unit economics to a priority on user economics
Champion the appropriate mindset regarding Klook's customer cycle stages (onboarding -> acquisition -> repeat -> referral) throughout the organization
Collaborate closely with teams including product managers, marketing channel leaders, and brand marketers to align their strategies based on well-defined user segments
Create and communicate effective customer retention strategies that go beyond reliance on paid channels or incentives
Establish North Star metric(s) to ensure alignment with the right direction and define KPIs for measuring tactical progress
Construct actionable and experimentally testable predictive models for user LTV
Contribute to Klook's strategic decisions by assisting in the development of large-scale, mutually beneficial loyalty programs for both the company and customers

What you’ll need:
10+ years of experience in a product, digital marketing, or strategy role, with a proven track record of driving results and increasing customer lifetime value.
Experience developing and executing CRM and CLM strategies across multiple channels and markets.
Strong communication and collaboration skills, with the ability to work cross-functionally with other teams, including the ability to put together and deliver persuasive presentations to senior management
Project management experience - the ability to juggle multiple work streams, collaborators, and stakeholders
Excellent analytical and problem-solving skills, with the ability to use data to inform decision-making.
Strong data background with a fundamental understanding of statistics - ideally comfortable with SQL to do data exploration and derive insights
Experience in using marketing cloud tool e.g. Salesforce MC, Adobe Campaign, Braze, Iterable, MoEngage etc. is a plus
Experience managing a team and providing mentorship and guidance to ensure team success.
Experience working in the travel industry or e-commerce is a plus.
Ability to converse in Mandarin will be a plus"
Project Director,KGN INTEGRATED ENGINEERING PTE. LTD.,MCF-2023-0716202,,Full Time,Professional,5 years exp,Others,"['$10,000to$12,000']",Monthly,5 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Project Director - Architect
Job Description
Strategies processes and procedures to incorporate the overall project plan, adhering to industry best practices.
Implement strategies to optimize project timelines, costs, and quality.
Enhance integrated project plans by incorporating industry best practices for project execution, risk management, safety measures, and quality assurance.
Ensure compliance with relevant regulatory and legislative requirements, preparing for project execution.
Establish quality control policies, processes, and procedures that are aligned with industry standards.
Supervise stakeholder management to secure approval for variation order requests.
Manage labour and material resources to support project progress and completion.
Enforce adherence to Workplace Safety and Health (WSH) policies and practices.
Promote organizational adoption of environmental sustainability and green building strategies.
Monitor financial inflows and outflows, aligning them with allocated budgets and forecasts.
Foster relationships with potential clients to explore business development opportunities.
Job Requirement
Possess a Degree/Master in Civil Engineering/Construction Management/architect with more than 5-10 years' relevant working experience at managerial level in managing project.
Experienced in project management processes across all project stages.
Demonstrated capability in team management and leadership, building partnership and enhancing efficiency.
Proficient in delivering compelling presentations and skilled in negotiation. Extensive experience in supervising, training, and mentoring staff.
Possess the ability to remain composed under pressure, consistently meet deadlines, and effectively interacting with internal and external stakeholders.
Exhibiting excellent decision-making and problem-solving abilities.
Possessing strong verbal communication skills."
Project Director,KOH INFRASTRUCTURE SERVICES PTE. LTD.,MCF-2023-0716154,,Full Time,Professional,5 years exp,Others,"['$10,000to$12,000']",Monthly,6 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Project Director - Architect
Job Description
Strategies processes and procedures to incorporate the overall project plan, adhering to industry best practices.
Implement strategies to optimize project timelines, costs, and quality.
Enhance integrated project plans by incorporating industry best practices for project execution, risk management, safety measures, and quality assurance.
Ensure compliance with relevant regulatory and legislative requirements, preparing for project execution.
Establish quality control policies, processes, and procedures that are aligned with industry standards.
Supervise stakeholder management to secure approval for variation order requests.
Manage labour and material resources to support project progress and completion.
Enforce adherence to Workplace Safety and Health (WSH) policies and practices.
Promote organizational adoption of environmental sustainability and green building strategies.
Monitor financial inflows and outflows, aligning them with allocated budgets and forecasts.
Foster relationships with potential clients to explore business development opportunities.
Job Requirement
Possess a Degree/Master in Civil Engineering/Construction Management/architect with more than 5-10 years' relevant working experience at managerial level in managing project.
Experienced in project management processes across all project stages.
Demonstrated capability in team management and leadership, building partnership and enhancing efficiency.
Proficient in delivering compelling presentations and skilled in negotiation. Extensive experience in supervising, training, and mentoring staff.
Possess the ability to remain composed under pressure, consistently meet deadlines, and effectively interacting with internal and external stakeholders.
Exhibiting excellent decision-making and problem-solving abilities.
Possessing strong verbal communication skills."
Payroll Director,HUMANICA ASIA PTE. LTD.,MCF-2023-0715934,"UOI BUILDING, 146 ROBINSON ROAD 068909","Permanent, Full Time",Senior Management,10 years exp,Professional Services,"['$8,000to$15,000']",Monthly,4 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
The Payroll Outsourcing & Operations Director will manage Humanica Group’s outsourcing services including payroll implementations, policies, risk management overview and multi-counties performance delivery.
You will own and ensure efficient delivery of Humanica Group’s SLAs with the assigned clients. You will influence and help Humanica Group’s Sales and Business Development teams to improve their commercial performance. You will also work collaboratively and manage operations, technology and product development teams to improve the services performance.
You will be part of the Operations Management team, which main focus is to deliver service excellent customer experience. You will be working closely together with Customer Support, Technical Operations, Project Implementation and Product Development teams across Thailand Head Office.

JOB RESPONSIBILITIES
· Manage Humanica Group’s payroll outsourcing services and HRIS operations program.
· Define, propose and implement the company’s outsourcing policy, which must be approved by the COO-International.
· Monitor the outsourced services or functions and manage the risks associated with outsourcing.
· Provide excellent client support and account management services to existing clients to further enhance client satisfaction and engagement.
· Complete prior and in-depth analysis (risk assessment) for any contemplated outsourcing including a description of services, expected results and a detailed evaluation of the risks for, among other things, financial, operational, legal and reputational risks.
· Monitor, report and propose changes to outsourcing policy and procedures due to changes in the company’s obligations with main focus on outsourcing guidelines in compliance with government / statutory regulations.
· You will ensure compliance to SOPs, regulatory updates and liaise with local statutory authority regards to local pension, insurance, tax and etc.
· Monitor, report and propose changes to increase on SLA performance of each outsource clients (where applicable).
· Work with the internal control functions on monitoring, identifying and remediating issues.
· Work with Humanica Group’s Legal & Compliance team to fulfil our obligations regarding protection of clients data.
· Reviewing internal operational policies and procedures to ensure they are continuously updated in line with industry standards and/or clients expectations.
· Supporting talent acquisition initiatives for new and replacement roles by participating in the drafting of JDs, shortlisting and interviewing of candidates.
· Monitoring interconnects between the internal national team and Thailand Head Office team morale and providing feedback to help improve the work environment and culture change.
· Train new employees on company policies and procedures and understand Humatrix and Workplaze systems which are the main systems of the company.
· Working closely with the HR team to manage the learning needs of the international team.
· Assigning work tasks to employees based on their job description, experience level and skill set.
· Managing with payroll team to ensure payroll records are accurate.
· Managing employee performance through regular meetings and performance evaluations.

JOB REQUIREMENTS
· Degree in Human Resources, Management, Finance or equivalent
· Over 10 years of relevant experience in Singapore and/or Malaysia and/or Thailand payroll processing experience at a managerial level.
· Working experience in an outsourcing environment and managing projects big scale are added advantages.
· Working knowledge of HCM or Payroll software with solid hand-on experience in full spectrum of payroll processing. Preferably Humatrix or Workplaze system.
· Process an analytical and inquisitive mindset.
· Excellent communication skills, written and verbal and ability to liaise effectively with various stakeholders.
· Detail-oriented, organized, and able to manage projects within set timelines."
Secretary / Executive Assistant to Director,RECRUITPEDIA PTE. LTD.,MCF-2023-0715005,"UOI Building, 146 Robinson Road 068909","Permanent, Full Time, Internship/Attachment",Executive,1 year exp,"Accounting / Auditing / Taxation, Admin / Secretarial, Banking and Finance, Information Technology, Legal","['$2,500to$4,000']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
We are a centrally located boutique recruitment firm experiencing strong growth. As the company scales, we are looking to bring on a Secretary / Executive Assistant to support the management team through the next phase of growth and development roadmap.
Duties:
Provide full spectrum of secretarial support to Director
Conduct market research and organizational activities on behalf of Director
Assist in HR related matters
In charge of all private and confidential materials of the organization and Director
Schedule internal/external conference meetings and company events
Manage virtual platforms and social media account
Attend to personal matters for Director and family
Perform any other ad-hoc tasks assigned
Requirements:
Diploma / Degree in any discipline
No experience Needed (Training Provded)
Able to work in fast-paced environment
Comfortable with multi-tasking
Maintains confidentiality and possess sense of urgency
Highly organised, detail-oriented and responsible
Interested candidates who wish to apply for the advertised position, please email an updated copy of your resume/cv.
We regret that only shortlisted candidate will be notified.
Email Address: hr@recruitpedia.sg"
Secretary / Executive Assistant to Director,RECRUITPEDIA PTE. LTD.,MCF-2023-0717414,"UOI Building, 146 Robinson Road 068909","Permanent, Full Time, Internship/Attachment",Executive,1 year exp,"Accounting / Auditing / Taxation, Admin / Secretarial, Banking and Finance, Information Technology, Legal","['$2,500to$4,000']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
We are a centrally located boutique recruitment firm experiencing strong growth. As the company scales, we are looking to bring on a Secretary / Executive Assistant to support the management team through the next phase of growth and development roadmap.
Duties:
Provide full spectrum of secretarial support to Director
Conduct market research and organizational activities on behalf of Director
Assist in HR related matters
In charge of all private and confidential materials of the organization and Director
Schedule internal/external conference meetings and company events
Manage virtual platforms and social media account
Attend to personal matters for Director and family
Perform any other ad-hoc tasks assigned
Requirements:
Diploma / Degree in any discipline
No experience Needed (Training Provded)
Able to work in fast-paced environment
Comfortable with multi-tasking
Maintains confidentiality and possess sense of urgency
Highly organised, detail-oriented and responsible
Interested candidates who wish to apply for the advertised position, please email an updated copy of your resume/cv.
We regret that only shortlisted candidate will be notified.
Email Address: hr@recruitpedia.sg"
Enterprise Sales Director,FIRST DATA MERCHANT SOLUTIONS PRIVATE LIMITED,MCF-2023-0717260,"Marina Bay Financial Centre, 12 Marina Boulevard, Tower 3 018982",Full Time,Manager,10 years exp,Sales / Retail,"['$13,000to$16,500']",Monthly,15 applications,Posted 19 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
The Enterprise Sales Director will be an accomplished contributor who possesses excellent knowledge and experience in pitching and presenting to large enterprise clients focusing mainly on merchant acquiring and other issuing processing contracts (license, outsource and/or managed services model) for the Financial Services/Fintech industry.

The incumbent must be comfortable to establish extensive customer relationships with the experience to lead opportunities resulting in conversion and execution of the deals from inception, engagement and Proof of Concept (POC) throughout the whole lifecycle on acquiring and/or issuing processing and Fiserv’s software solutions.

What you will do:
Delivering an Annual In-Year Revenue and Multi-Year New Sales Revenue
Build strong pipelines and ensure regular weekly update of all opportunities
Leads and develop major accounts to be successfully on-boarded
Understanding local and regional payment products, the competitive landscape, local regulations and complimentary partner services
Devising and executing sales campaign, if required to drive incremental revenue
Assisting on large, strategic, multi-product, complex business opportunities
Identifying new market segments for Fiserv to expand into
Partner identification, development and management.

What you will need to have:
Possesses at least 10 years of direct sales experience in a B2B/ Enterprise sales role
Relevant experience in driving merchant, acquiring, or payment solutions preferred.
Proven track record in managing clients (i.e. digital commerce, enterprise sales, etc), especially in the sales discipline and project leading through sales campaigns, account follow up
Demonstrated ability to negotiate with differ levels of stakeholders, coupled with the confidence to present to C-Suite audience
Entrepreneurial and innovative, with the desire and capability to identify opportunities and develop new or alternative propositions for clients
Highly self-motivated and results driven while being open to assume responsibilities by stepping up
Strong interpersonal communication skills and thrive with engaging all levels of stakeholders

What would be great to have:
Has a basic grasp of the payments industry, with prior experience in sales, account management, or consulting
Additional knowledge of Credit/Debit Card, Alternative Payment Methods (APM) management & Payments Processing landscape for both online, offline and mobile acceptance is an added quality."
