title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Chef De Partie,SOCIAL ROOM CONCEPTS PTE. LTD.,MCF-2023-0719426,,"Permanent, Full Time",Junior Executive,2 years exp,F&B,"['$2,600to$3,200']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Tipsy Collective has a new concept opening in Sofitel Hotel located at Tanjong Pagar. If you are keen to join a new concept within Tipsy Collective, this is your chance now!

Tipsy Collective is a multi-concept holding group led by a team of passionate individuals who seek to present hospitality uniquely through a series of thoughtful concepts. Crafting experiences is what drives us at Tipsy Collective, we do so with carefully curated elements through Live Entertainment, Gourmet Food and Premium Drinks. More importantly, each concept has a convivial core and an element of fun.
Set up and handle all stations in the kitchen in daily operations.
Ensure freshness of ingredients.
Check and prepare sufficient mise-en-place before meal period.
Cook food items accurately to standard recipes.
Plate food items according to standard presentation style.
Assist in creating and preparing menu items and daily specials.
Inspect and clean the kitchen, kitchen equipment and serving areas to ensure safe and sanitary food handling practices.
Assist in monthly inventory counts and record food wastages.
Train, guide and encourage junior cooks to excel in their daily job duties; performs supervisory role.
Ensure areas of responsibilities are clean, tidy and organized.
Follow Food & Beverage Safety and Hygiene policies and procedures and ensure proper storage methods.
Report all items of interest to Back of House in charge (ie. Accidents, equipment malfunctions, menu items, problems or shortage of supplies).
Why join us
At Tipsy Collective, we offer you 4 Value Propositions we hold closely to our heart which are
Healthy Working Environment – Providing you a safe, fun, and healthy workspace while you thrive
Adaptability – Being prepared and have the agility to prepare solutions for any situations
Innovation – Coming together to brainstorm and execute great and fun ideas
Growth – Seeking new concepts and ideas to bring new experience to you
Explore Career Opportunities with us by applying now!

You can also check out the links below to see what Tipsy is up to!
https://www.tipsycollective.com/
https://www.instagram.com/TipsyCollectiveSg/
https://www.tiktok.com/@tipsycollectivesg"
CENTRAL KITCHEN SOUS CHEF,CITY SUNSHINE MANPOWER PTE. LTD.,MCF-2023-0719396,32 NEW MARKET ROAD 050032,Full Time,Professional,4 years exp,"F&B, Manufacturing","['$3,000to$5,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Preparation of Spicy Hot Pot: Prepare spicy hot pot dishes according to established recipes and standards. Ensure timely delivery of high-quality food to meet customer demands.
Team Communication and Task Assignment: Communicate effectively with the team and assign tasks to ensure efficient workflow. Provide clear instructions and guidance to team members to achieve operational objectives.
Customer Query Management: Manage customer queries in a timely and efficient manner. Address customer concerns promptly and provide excellent customer service to enhance the dining experience.
Food Preparation and Standards: Oversee food preparation to ensure adherence to established standards. Maintain food safety and hygiene standards at all times.
Assist in Other Kitchen Tasks: Provide support in other kitchen tasks as needed to maintain high standards of food quality and service. Collaborate with the kitchen team to ensure the delivery of high-quality food and service.
Kitchen Safety and Sanitation: Maintain a safe and sanitary work area in the kitchen. Follow proper hygiene practices, handle food correctly, and comply with health and safety regulations.
Other Ad-Hoc Duties: Perform other ad-hoc duties as assigned to ensure smooth operations.

Requirements:
Relevant Experience in the Food Industry: Possess relevant experience in the food industry, particularly in preparing spicy hot pot dishes.
Strong Communication Skills: Demonstrate excellent communication skills to effectively communicate with the team and handle customer queries.
Attention to Detail: Pay close attention to detail to ensure food preparation and service meet established standards.
Food Safety and Hygiene Knowledge: Have a good understanding of food safety and hygiene practices to maintain high standards of cleanliness and compliance.
Teamwork: Display a cooperative attitude and the ability to work well as part of a team to achieve common goals."
*** Head Chef Wanted @ East Coast Road ***,MELISSA PTE. LTD.,MCF-2023-0718642,"Mel's Place Restaurant & Bar, 2A KUO CHUAN AVENUE 426897","Permanent, Full Time",Senior Management,3 years exp,"F&B, Hospitality","['$4,200to$5,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
SALARY:
From SGD4200.00 Starting Salary + Sales Incentive
SCOPE:
Experienced with leadership qualities
Fine culinary skills in western & local dishes
Passion in creating special dishes & developing menu
Be independent & responsible
Plan & lead daily kitchen operations
Manage costs, food purchases & inventory
Ensure consistencies in all food servings
Ensure kitchen cleanliness, safety & compliance to food hygiene
Team player that can readily work with the whole team
REQUIREMENTS:
NO academic certification required, we only seek true talent & positive attitude
Possess food hygiene and safety certification
Immediate start work preferred
Applicants please contact Ms. Rosalind @ 9090 4144 or email to rosalind@melsplace.com.sg"
CHEF DE PARTIE| 5 Days|$3500 | Central *No experience Welcome,SWIFT SEARCH GLOBAL PTE. LTD.,MCF-2023-0719915,"TRIVEX, 8 BURN ROAD 369977",Full Time,Non-executive,,"F&B, Hospitality","['$2,200to$3,200']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Basic $2200 - $3500
AWS & VBs
5 Days Work, 44hrs/week
Central

Job Descriptions:
Preparation of food and cooking of menu items
Ensure great food presentation
Ensure all food items and equipment are stored properly
Maintain high standards of Food hygiene and kitchen cleanliness
Keep a sanitized and orderly environment in the kitchen Job

Requirements:
You will need to be a consistent performer, proactive, and driven to excel in the delivery of quality.
Candidates who possess basic culinary skills will be an added advantage
No experience is required as training will be provided
Interested candidates please WhatsApp me at 8779 6100 or send in your resume to willie.goh@swiftsearchglobal.com

We regret to inform you that only shortlisted candidates would be notified.

Willie Goh | EA Reg No: R2197853

Swift Search Global Pte Ltd | EA No: 18C9495"
Sous Chef / Senior Sous Chef,RABBITS & PIGS HUAT PTE. LTD.,MCF-2023-0715677,336 Tanjong Katong Road 437109,Full Time,Senior Executive,2 years exp,F&B,"['$3,200to$4,000']",Monthly,3 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Sous Chef / Senior Sous Chef
- Work closely with Head Chef
- Work well as a team with other colleagues
- Responsible, Willingness to learn and positive attitude

5 day work week with 2 days off
- Responsible, efficient and creative chef wanted!
- Interested parties please Whatsapp to 89183648 for a trial session
Job Types: Full-time, Permanent
Salary: $3,200.00 - $4,000.00 per month
Benefits:
Additional leave
Food provided
Health insurance
Schedule:
Day shift
Weekend availability
Supplemental pay types:
Attendance bonus
Overtime pay"
EXECUTIVE CHEF,J.SCHEFFLERA'S PTE. LTD.,MCF-2023-0716006,"VISION EXCHANGE, 2 VENTURE DRIVE 608526",Full Time,Middle Management,10 years exp,F&B,"['$6,000to$7,500']",Monthly,4 applications,Posted 19 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
Roles & Responsibilities
Head chefs mostly work in the back-of-house. They take part in the creation of recipes and the preparation of advanced items, while assigning less complicated tasks to sous chefs and cooks. A primary duty is the continued efficiency of the kitchen and production of consistent, quality food.

Executive Chef Responsibilities
· Planning and directing food preparation and culinary activities
Cook Chinese north eastern cuisine and sichuan cuisine dishes
· Modifying menus or create new ones that meet quality standards
· Estimating food requirements and food/labor costs
Responsibilities
· Plan and direct food preparation and culinary activities
· Modify menus or create new ones that meet quality standards
· Estimate food requirements and food/labor costs
· Supervise kitchen staff’s activities
· Arrange for equipment purchases and repairs
· Recruit and manage kitchen staff
· Rectify arising problems or complaints
· Give prepared plates the “final touch”
· Perform administrative duties
· Comply with nutrition and sanitation regulations and safety standards
· Keep time and payroll records
· Maintain a positive and professional approach with coworkers and customers

Requirements
· Proven working experience as a head chef
· Excellent record of kitchen management
· Ability to spot and resolve problems efficiently
· Capable of delegating multiple tasks
· Communication and leadership skills
· Keep up with cooking trends and best practices
Can speak, read and write mandarin is an advantage."
Sous Chef,LE MATIN PTE. LTD.,MCF-2023-0717505,,Full Time,Junior Executive,4 years exp,F&B,"['$3,000to$4,000']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
As the Chef de Partie, you will use your skills to amaze the patrons of our establishment with excellent cooking according to our Head Chef’s recipes and specifications, and your work will be an important factor to our customers’ satisfaction.

In your role, you will assist Head Chef with Menu planning, inventory control, scheduling, ordering of kitchen supplies, and also be a mentor to your team members, building them up with the necessary skills to bring them to the next level.

To succeed in the role, you possess a friendly disposition, good communication skills and be able to work in a team. Due to the nature of the job, you will be required to work in a shift pattern to cover early mornings and late evenings.

Requirements
· Minimum 2 years’ experience in culinary (western and local cuisine preferred)
· Food Handling Certificate (Preferred)

Performance (Soft / Core)
· Able to work well in a team setting
· Has high level of initiative, hardworking and willing to work in a fast-paced environment"
Cook / Chef,HAJIME SINGAPORE PTE. LTD.,MCF-2023-0717514,"THOMSON PLAZA, 301 UPPER THOMSON ROAD 574408",Full Time,Non-executive,1 year exp,F&B,"['$2,000to$2,800']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Looking for a chance to learn from Singapore's First Tonkatsu Chef in Singapore? We are looking for capable talents to expand!

-Setting up workstations with all needed ingredients and cooking equipment
-Preparing ingredients to use in cooking (chopping and peeling vegetables, cutting meat etc.)
-Cooking food in various utensils or equipment.
-Responsible of cleanliness & upkeep of kitchen and any other ad hoc duties assigned by Sous Chef.

Staff Benefits:
-Training and Development Opportunities
-AWS (13th Month) & Variable Bonus (Chinese New Year) yearly
-Annual increment
-OT pay & Quarterly incentive
-Annual Leave & Medical Leave
-Staff Meals & Uniform provided"
Chef De Partie / Station Chef (Japanese),NEXTBEAT SINGAPORE PTE. LTD.,MCF-2023-0716805,#01-01 57 Tras St 078996,Full Time,Senior Executive,5 years exp,"Customer Service, F&B, Hospitality","['$2,500to$3,500']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Brief description of the Restaurant
We are Ushidoki Wagyu Kaiseki, An authentic Beef Omakase Restaurant where you can fully enjoy head to tail and a variety of dishes in a course menu.
Leading by Chef Nobu who has more than 30 years experience and our team never compromise raising our bar to serve the best.
""A great chef is like an artist, creating a masterpiece with every dish"" ---------Literally you will witness this!
We are always on the lookout for like-minded service-oriented team members joining our USHIDOKI family.
Job Descriptions
Exercise Work Safety at ALL Times in the kitchen
Observe food hygiene
Maintain the cleanliness of your workstations
To adopt First-In-First-Out method for maintaining all sundries and food items and ensure accurate stock level
To assist in the preparation and operation
Perform such other duties and responsibilities that may be assigned from time to time
Work closely with Head Chef in prepared food in accordance with restaurant standards
Assist Head Chef in ordering and purchasing of ingredients
Oversee and maintain hygiene standard
Contribute to controlling costs, improving profit margin
Any ad-hoc duties as assigned
Job Requirements
5 years of working experience at Japanese fine dining
Working hours
6days and 44 hours a week / Split shift"
Head Chef,ARCHAGENT PTE. LTD.,MCF-2023-0716018,"18 ROBINSON, 18 ROBINSON ROAD 048547",Permanent,Middle Management,5 years exp,F&B,"['$6,000to$11,000']",Monthly,2 applications,Posted 19 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
Head Chef Responsibilities:
Ensuring promptness, freshness, and quality of dishes.
Coordinating cooks' tasks.
Implementing hygiene policies and examining equipment for cleanliness.
Designing new recipes, planning menus, and selecting plate presentations.
Reviewing staffing levels to meet service, operational, and financial objectives.
Hiring and training kitchen staff, such as cooks, food preparation workers, and dishwashers.
Performing administrative tasks, taking stock of food and equipment supplies, and doing purchase orders.
Setting and monitoring performance standards for staff.
Obtaining feedback on food and service quality, and handling customer problems and complaints.
Head Chef Requirements:
Min. 2 years of culinary education.
5 years of experience in a similar position.
Experience in Japanese food.
Advanced knowledge of food professional principles and practices.
Excellent communication skills.
Ability to meet deadlines.
Available to work on-call, shifts, over weekends and on public holidays."
