title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Account Assistant,30 BENCOOLEN PTE. LTD.,MCF-2023-0718856,"30 BENCOOLEN, 30 BENCOOLEN STREET 189621","Contract, Permanent, Full Time",Fresh/entry level,,Accounting / Auditing / Taxation,"['$2,000to$2,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description
30 Bencoolen, is a contemporary boutique hotel located in the heart of the arts and cultural district, offers a cool and contemporary ambience in an ideal central location, a short stroll away from City Hall and Orchard Road.

Job Highlights:
Career Progression Opportunities
Dynamic team
As an Account Assistant, your duties and responsibilities will include:
Perform Accounts Receivable, Credit & Collection functions.
Process and post all charges and payments accurately.
Ensure all billings/invoices are sent out timely and accurately.
Follow up on payments received, outstanding invoices, delayed payments, and other reconciliations.
Reconcile and balance all payments recorded in collection book.
Update and reconcile credit card payments, credit card inquiries and chargebacks.
Perform month end closing activities.
Ensure all postings, payments and transactions in PMS and POS system are accurate and tally.
Any other ad-hoc assignments.
Requirements:
Good knowledge of Microsoft Office Excel; able to work independently with minimum supervision and meet deadlines.
Meticulous and good attention to details.
Self-motivated individual with strong analytical and problem-solving skills.
Possess good interpersonal and communication skills."
Contract Accounts Executive / Accountant (Healthcare / Lifescience) #HHW,RECRUIT EXPRESS PTE LTD,MCF-2023-0718833,,"Temporary, Contract, Permanent",Junior Executive,2 years exp,Accounting / Auditing / Taxation,"['$3,000to$5,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Scope:
Handle full set of accounts including accounts payable, receivable, general ledger, etc.
Reconciliation of Balance sheet accounts including creditors, intercompany, fixed assets and banks
Consolidation of management accounts and financial reports
Prepares quarterly GST submission and other statutory returns
Cash flow and other financial forecast
Job Requirement:
Min Diploma/Degree in Accountancy or any other equivalent certifications
Able to start work immediately or within a short notice
Able to use SAP would be an added advantage
Interested candidates do send in your resume to wendykhoo@recruitexpress.com.sg
Attn: Wendy Khoo Hui Wen (R1761665)
Recruit Express Pte Ltd (99C4599)"
Account Assistant,KITCHENBOX PTE. LTD.,MCF-2023-0514082,"ANG MO KIO INDUSTRIAL PARK 1, 4003 ANG MO KIO INDUSTRIAL PARK 1 569624",Full Time,Junior Executive,2 years exp,Accounting / Auditing / Taxation,"['$1,800to$2,500']",Monthly,12 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
- At least 2 years experience in AP & AR.
- Main duties such as AR collection, AR billing, AR aging up to date, delivery order issuance, AP payments schedule, data entry of AP supplier's invoices
- Able to use Microsoft Office such as Excel & Word.
- Have prior experience in using accounting software.
- Good initiative and able to work independently.
- Possess good work ownership and commitment.
- Familiar with Autocount software is an added advantage.
- Other ad hoc duties to be assigned"
accounts excutive,ZHOU YI ENGINEERING PTE. LTD.,MCF-2023-0470563,7 GUL LANE 629406,Full Time,Professional,3 years exp,Accounting / Auditing / Taxation,"['$2,500to$4,000']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Account Executive Responsibilities:
Providing support for clients by learning about and satisfying their needs.
Making cold calls or reaching out to prospects.
Following up with prospects several times throughout the sales cycle to ensure needs are being met.
Presenting and demonstrating the value of products and services to prospective buyers.
Compiling and analyzing data to find trends.
Developing sales strategies and setting quotas.
Staying current on company offerings and industry trends.
Maintaining a database of contact information.
Building long-lasting, mutually beneficial relationships with external contacts and internal departments to create a better customer experience.
Handling complaints and negotiations."
Assistant Accountant,UNISEARCH SERVICES PTE. LTD.,MCF-2023-0719372,"TAT ANN BUILDING, 40 JALAN PEMIMPIN 577185",Permanent,Junior Executive,2 years exp,"Accounting / Auditing / Taxation, Manufacturing","['$2,600to$3,500']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Location: Tampines
Working Hours: Monday to Friday (8.30am to 5.30pm)

Job Description:
Reporting to Associate Manager
Handle daily Treasury transactions
Managing internal routine audit matters
Ensure and work on Management Reporting timely
Any other adhoc assignments assigned by HOD
Job qualification:
Preferred Degree in Accountancy related or ACCA
Minimum 1 year of relevant experience in Audit experience
Familiar with using SAP preferred
Good interpersonal, communication and analytical skill required
Must be independent, pro-active, resourceful, detailed and able to work hands-on under tight deadlines
Must be able to communicate bilingually to liaise with Mandarin speaking counterparts
Compensation & Benefits
Great Company Benefits
AWS/ Performance Incentive Bonus
Career Progression (MNC company)
For quick reply, please contact me at +65 85878287
Registration Number: R21100938
EA Licence No: 22C1301 (Unisearch Services Pte Ltd)"
Accountant | Full sets | Senior Account Executive | Orchard - 4769,THE SUPREME HR ADVISORY PTE. LTD.,MCF-2023-0719767,,"Permanent, Full Time",Senior Executive,2 years exp,Accounting / Auditing / Taxation,"['$4,000to$4,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Accountant | Full sets | Senior Account Executive | Orchard

5 days, 9am-6pm
Salary: $4000 -$4500
Address: The Heeren, Orchard

Job scope:
Prepare and maintain accounting ledgers, journals and schedules
Provide support in Accounts Receivables
Maintain foreign currency rate in system
Handle GL accounts and codes
Review depreciation, assets disposal and maintain fixed assets schedules
Ensure closing is completed within stipulated timeline
Prepare month end closing and variances report including supporting schedules
Monitor cash flow to ensure healthy cash flow
Prepare periodic submission such as GST
Liaise with external auditors during annual audit
Liaise with corporate secretarial on submission of XBRL files
Assist with annual budget preparation
Any other assignments as and when assigned by the company
Requirements:
Degree or relevant studies in Accountancy
Experience in handling full sets accounting including GL

For complete list of jobs opportunities please visit
Supreme Full Jobs List
Part Time / Contract Staffing Telegram Group
The Supreme HR Advisory Pte Ltd | 14C7279
Ong Boon Kiet (Travys) | R22104769
Senior Recruitment Consultant"
Senior Accounts Executive,WORLD METAL RECOVERY PTE. LTD.,MCF-2023-0310600,2 TUAS AVENUE 13 638974,Full Time,Senior Executive,4 years exp,"Accounting / Auditing / Taxation, Manufacturing, Wholesale Trade","['$2,600to$4,800']",Monthly,14 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description:
Handle full set of accounts & management reporting (quarterly/ yearly budget & forecast)
Handle Intercompany transactions and reconciliation
Monitor the aging of receivables and follow-up on collections with sales team
Monthly bank reconciliation and cashflow management which to ensure that all receipts & disbursements are recorded
Preparation of GST return and submission; Handle corporate tax computation
Maintains Fixed assets ledger and other schedules
Sales/Customer Service, take orders from customers, issue sales invoice and send to warehouse for packing
Updates actual inventory count & performs inventory reconciliation vs. system inventory balance.
Liaise with auditor for audit matters & schedule
Assist in preparation of year end finance statement
Job Requirements:
Diploma/Degree in Accountancy/Finance or equivalent qualifications
Min 4 years’ experience in full sets of accounts
Able to work in a fast-paced working environment
Self-motivated with good interpersonal and communication skills
Proficiency in accounting system / MS Office applications (Word and advanced Excel)"
Accounts & Admin Assistant,NF DENTISMILE PTE. LTD.,MCF-2023-0719902,,Full Time,Non-executive,1 year exp,Accounting / Auditing / Taxation,"['$1,800to$2,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
We are looking for someone who has strong passion on building relationships with people and is capable with efficiently supporting day-to-day operations of the business.

About NoFrills Dental:
NoFrills Dental is a young, innovative, dynamic and fast-paced dental group based in Singapore.
We're looking for like-minded, motivated and passionate dentists & staff to grow our brand and dental clinic across Singapore.
We prioritise a healthy work-life balance for all of our dentists and staff while advocating that patients be treated with the utmost quality care at ALL times.
We place the needs and well-being of our people at the very forefront of our business. As we believe that ""happy, positive & motivated people create a positive environment, which translates to happy & satisfied patients.""
At NoFrills Dental, our motto when it comes to serving our patients is pretty straightforward (It's in the name) - Providing consistently high-quality dental services at affordable prices for all patients, wherever we operate.

Job Responsibilities:
The Accounts & Admin Assistant supports the finance department in carrying out the responsibilities of the finance department. He/She is involved in work that is specific to accounts receivable, accounts payable, billings and other accounting tasks.
Job Scope:
· Take responsibility for the Accounts Payables function such as handling AP vendor invoices.
· Take responsibility for the Accounts Receivables function including AR collections/following up for overdue debts.
· Perform Medisave, CHAS and AIA/IHP claims online, tally payments
· Assist in maintaining accurate financial records and statements (e.g Bank Reconciliation, updating of cash book, GST submission, Financial Report etc.)
· Perform month-end closing activities
· Assist in other ad-hoc task assigned by the Finance Executive/Manager.

Job Requirements:
· Preferably with Diploma in Accounting field or equivalent
· Minimum 1 year working experience is required for this position.
· Team player, meticulous and a positive working attitude.
· Good time management & able to multitask in a fast paced environment to meet deadlines
· Excellent eye for detail
· Able to work independently and discipline under minimum supervision.
· Candidates who are able to start immediately or within a short notice period will have an added advantage.

Working Hours:
· 5 days a week
Mon-Fri, 9am-6pm
** Attractive remuneration, yearly increments and benefits. Incentives and bonuses on good performance"
Account Manager (Coffee),PAPA PALHETA PTE. LTD.,MCF-2023-0718648,150 TYRWHITT ROAD 207563,"Permanent, Full Time",Manager,1 year exp,Others,"['$3,000to$4,500']",Monthly,1 application,Posted 20 Sep 2023,Closing on 27 Sep 2023,"Roles & Responsibilities
PPP Coffee is looking for an experienced account manager to be part of its sales and marketing team. In this role, you will be responsible for growing our commercial/wholesale business in Singapore through acquiring new business account and maintaining relationships with our existing clientele, mainly (but not limited to) within the hotels, restaurants and cafes (“HORECA”) and offices territory.

Your job includes, but is not limited to the following:
Manage a portfolio of HORECA and corporate clients including retention, development and growth.
Provide professional and timely advice to our business account for queries relating to the wholesale business/products, working in close coordination with relevant departments.
Conduct basic coffee training for wholesale clients.
Onboard new client accounts and conduct 90-day check-ins and annual reviews.
Follow up on new leads and develop new business opportunities.
Cross-sell products and/or services across the PPP Coffee Group to new and/or existing clients.
Prepare sales proposals and assist with coffee tastings and client presentations.
Meet or exceed set goals for sales and performance, working both independently and within a team.
Participate in tradeshows and/or networking events as required.
Requirements
1-3 years of experience in an account management role in an FMCG or F&B environment
Experience or knowledge in specialty coffee and/or coffee machines
Good written and spoken English
Basic Microsoft Word, Excel and PowerPoint skills
Ability to communicate well with diverse groups; multi-task and perform well in a fast-paced environment
Good interpersonal and organisational skills

Benefits
Up to 19 Days Annual Leave + Birthday Leave
Free non-alcoholic beverages
Staff discounts
Complimentary monthly movie tickets
Medical and grooming benefits
10 mins walk away from Bendemeer / Lavender MRT"
SENIOR FINANCIAL ACCOUNTANT,WORLD METAL RECOVERY PTE. LTD.,MCF-2023-0615985,2 TUAS AVENUE 13 638974,Permanent,Professional,5 years exp,Accounting / Auditing / Taxation,"['$3,200to$5,000']",Monthly,5 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Responsibilities
Handle and maintain full sets of accounts (AP, AR & GL), including preparation of month-end closing and monthly schedules.
Help the team prepare GST submissions.
Process intercompany recharge and reconciliation.
Support all audit-related matters including preparation of audit schedule, attend to audit queries and providing requested information.
Ensure compliance with all filing requirements, eg. corporate tax, GST, audits internal controls and procedures.
Support budgeting, forecasting, cash flow, and credit control management.
Participate in system enhancements/implementation to align with new operational requirements.
Review and recommend areas where processes and procedures could be further improved for greater efficiency and strengthen internal controls.
Any ad-hoc duties assigned from the Finance team to ensure business enhancement towards the direction of growth.
Oversee Finance, Admin, and HR functions
Oversee Finance function of overseas subsidiaries
Responsible for timely and accurate Group consolidated reporting in compliance with local FRS
Manage Group’s tax planning and transfer pricing matters
Manage Group’s general ledger system
Review weekly Group’s cash flow forecast/AR & AP reports
Review monthly P&L and Balance Sheet of holding company’s local and overseas subsidiaries. Ensure group closing is accurate and within the stipulated timeline
Evaluate and improve the effectiveness and efficiency of existing accounting processes, internal controls, and procedures
Ensure that appropriate systems and internal controls are implemented and maintained
Review GST returns for Singapore and overseas subsidiaries
Prepare Group annual budget
Responsible for control of Group’s bank tokens and payment authorization
Responsible for payroll & HR matters
Review overseas subsidiaries’ payroll computation
Assist in ad hoc system implementation projects
Responsible for government grants submission
Liaise with external auditors, tax agents, company secretary, bankers, relevant government and regulatory agencies
Any other related ad hoc duties assigned

Requirements
Minimally holding a Bachelor in Business Administration, Financial Management, or Accountancy-related courses.
Must be proficient in using Microsoft Excel for financial accounting purposes.
Prior experience in dealing with accounting systems such as Xero or Microsoft Dynamics is highly preferred
Experience in Audit will be a high advantage.
Have strong attention to detail to ensure there are no errors and accurate bookkeeping activities.
Someone with good time management and the ability to deliver to deadlines as a self-starter, who can plan and organize their time effectively and take initiative to meet job objectives or even make suggestions for improvements.
Willingness to learn and curiosity to grow.
Able to work in a dynamic environment with a multicultural team.
Must communicate fluently in English to work with a global team.
Self-starter who is able to plan, organize and take initiative to meet job objectives and deadlines independently
Qualified CA/ACCA with 3+ years of relevant experience, with strong accounting fundamentals. Candidates with Big 4 experience are welcome to apply. To succeed in this role, you will be a team player who is collaborative, have strong interpersonal skills, and thrives on challenges."
