title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Microsoft Power Application Support Engineer / Analyst -fk,IDC TECHNOLOGIES (SINGAPORE) PTE. LTD.,MCF-2023-0719728,,"Contract, Full Time",Professional,3 years exp,Information Technology,"['$5,800to$6,200']",Monthly,0 application,Posted 20 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Microsoft Power Platform Application Support Engineer/Analyst
Minimum 3 years of experience in supporting, maintaining, and troubleshooting Power Platform applications.
Possess advanced knowledge of Power Platform, PowerApps, Power Automate, Power Virtual Agents, and on-premises data gateway.
Experience in Power platform development.
Strong understanding of M365 architecture, services, and features.
Excellent troubleshooting skills and the ability to solve complex technical problems.
Strong communication skills and the ability to work effectively with end-users and IT teams.
Ability to learn new technologies quickly.
Positive attitude towards work and a desire to learn.
Knowledge of PowerShell and scripting is a plus.
System integration knowledge and experience will be an advantage
The successful candidate will be expected to provide technical support and assistance for the Microsoft Power Platform. The ideal candidate should have a strong understanding of the Power Platform and Office 365 suite of applications and possess excellent troubleshooting and problem-solving skills.
Responsibilities:
Ensuring the operational health of the Power Platform environment including security, availability, performance, interoperability, and reliability.
Provide technical/advisory support for Power Platform applications, including Power Applications, Power Automate, and Power Virtual Agents.
Troubleshoot and resolve issues related to Power Platform applications.
Collaborate with other IT teams to develop and implement best practices for Power Platform usage, security, and governance and ensure the overall health of the environment.
Develop and maintain documentation related to support processes and procedures.
Explore, implement, and maintain solutions to improve the operational and governance of the platform.
Stay updated with the latest features, updates, and security patches and communicate relevant information to users and stakeholders when required.
Provide after-hours support as needed"
Business Analyst - Digital Consumer Systems (JD#8916),SCIENTE INTERNATIONAL PTE. LTD.,MCF-2023-0718639,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","Contract, Full Time",Senior Executive,1 year exp,Information Technology,"['$3,600to$4,300']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Summary
An exciting opportunity to be an IT Business Analyst to coordinate with various stakeholders and work on business process improvement through IT.

Mandatory Skill-set
Bachelor's Degree in Computer Science or equivalent;
At least 1 - 3 years of experience in managing IT applications;
Proven experience in gathering business requirements and translating them into functional and technical specifications;
Curious in understanding business requirements thoroughly and analyze them to come up with specifications to be developed by the technical team;
Strong stakeholders management skills to manage both business users' expectation and technical team's capability in delivering the solutions;
Detail oriented to manage requirements precisely;
Self motivated with high sense of ownership;
Great written and spoken communication skills.
Desired Skill-set
ITIL, CBAP and/or PMP certified.
Responsibilities
Design and rollout business process improvement initiatives through IT;
Gather and analyze requirements from users, and write functional & technical specifications;
Assist in SIT, UAT and other tests;
Develop documentation / user manual and perform users training;
Design and document application enhancements based on the requirements;
Responsible for providing daily support of applications to ensure that they are up and running;
Involve in project management such as planning, costing, scheduling, resource management, vendor management, risk management and reporting.
Should you be interested in this career opportunity, please send in your updated resume to apply@sciente.com at the earliest.

When you apply, you voluntarily consent to the disclosure, collection and use of your personal data for employment/recruitment and related purposes in accordance with the SCIENTE Group Privacy Policy, a copy of which is published at SCIENTE’s website (https://www.sciente.com/privacy-policy).

Confidentiality is assured, and only shortlisted candidates will be notified for interviews.

EA Licence No. 07C5639"
Production Support Analyst (Java) (IT / Bank) - Ref: MY,A-IT SOFTWARE SERVICES PTE LTD,MCF-2023-0718591,,Contract,Professional,10 years exp,Information Technology,"['$8,000to$10,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Key Responsibilities
Work in team of vendors to develop programs according to functional & technical specifications
Write program specifications and documentation / flowcharts
Perform/Review unit-testing
Support testing team for System integration testing
Support user acceptance testing
Manage and work with Technical team to implement solution that meet Business Requirements and are in alignment with organization's business objectives.
Responsible for the understanding and contributing to the technical solution from design through to code level.
Responsible for modifying existing programs when required.
Work closely with System Analyst in all change requests, analyze and review enhancements for compatibility and adhere to operating guidelines.
Support SIT and UAT issues and queries.
Work with SA on the SIT and UAT defects to triage and resolve.
Manage the application setup and deployment components
Troubleshoot, debug and provide production system support
Coordinate with internal teams and vendors to resolve application and system issues
Recommend and execute improvements
Partner with SA to understand Business needs by reviewing the Requirements specifications analyze impact to the application.
Execute tasks related to project / change request / maintenance request
Ensure project documentation is done up in accordance to bank standards
Ensure appropriate standards and procedures are adhered to during the development process to support quality deliverables.
Troubleshoot, debug and provide production system support
Key Requirements
The ideal candidate will be a dependable and result oriented technology delivery manager who can comfortably work in a large development organization in a globally distributed, dynamic work environment that fosters diversity, teamwork, and collaboration. He/she should be passionate about Technology and have a mindset to be technically hands-on if needed. Well-versed in the latest trends, especially around disruptive technology, and proven record in execution. The ability to work and thrive in high pressure environment is essential. This role will report to the Application Development Team Lead for the technical delivery of strategic projects.
Bachelor's Degree in Computer Science, Engineering or similar domain. Related professional/technical qualification will be advantageous although not mandatory
At least 10 years’ delivery record in developing and delivering global / regional Cards solutions for a multi-national/regional company with annual budgetary responsibility
Strong technical/platform knowledge on 3D Secure application (e.g. 2C2P, Arcot), Cards API, Loyalty & rewards (e.g. One Empower app)
Hands-on experience in leading Cards Technology delivery (e.g. Loyalty & Rewards app, CACS)
At least 5 years of hands-on working experience in the following:
Java platform / J2EE and Java web container such as JBoss EAP, Tomcat, WebLogic
Oracle database with excellent SQL skills
Web servers such as Apache HTTP Server
IBM MQ / web services
ConnectDirect
Unix/Linux/Windows with shell programming experience
Continuous Integration / Continuous Development/Delivery (CI/CD) toolset - Bitbucket, Jenkins, Artifactory, Sonar, Veracode, JIRA and Confluence
Open Banking API development"
Supply Chain Analyst (Fortune 500 MNC) | Up $3800 | 6 Months Contract | Clementi,PERSOLKELLY SINGAPORE PTE. LTD.,MCF-2023-0718534,"CITY HOUSE, 36 ROBINSON ROAD 068877","Contract, Full Time",Junior Executive,1 year exp,Logistics / Supply Chain,"['$3,500to$3,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description:
Develop planning system strategies to improve signals across the supply chain
Monitor and adjust parameters in the planning system.
Use common processes tools, and information systems.
Analyze and interpret Key Performance Indicators to identify areas for improvement and action plans.
Execute the daily operational planning process within a specified functional area.
Identify potential supply chain failures as part of the planning process and mitigate associated risks
Work closely with stakeholders - internal and/or external to develop short term tactical improvements.
Use the planning system to drive consistent planning signals across the supply chain
Participate in functional process improvement teams

Requirements:
Master or Degree
Prior experience in Supply Chain Analyst
Knowledge about Supply Chain Scheduling, Materials Management
Good with numbers, mathematics and data analysis
Proficient with Excel / Access Database
Excellent in Data Management skills
Meticulous with data representation and consistency
Should you be interested in this position, please contact Terence at +65 9645 4048 (https://wa.me/6596454048) your resume directly for fast respond.
We regret to inform that only shortlisted candidates will be notified.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.
PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg. R23116141 Le Cong Thang"
Analyst Programmer,SOLDERFIELD PTE LTD,MCF-2023-0718426,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Contract,Executive,3 years exp,"Banking and Finance, Design, Information Technology","['$5,000to$7,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Key Responsibilities
Program analysis and design
Development and Unit Test
Support SIT, UAT and MR
Comply with Bank SDM processes
Implementation
Post Implementation support
Support L3 in investigation

Key Requirements
Good knowledge of COBOL
Knowledge of RPG
Knowledge of OS400
3 to 5 years in IT industry with development background
Preferred in financial industry and will be an advantage with collection background"
Analyst Programmer,SOLDERFIELD RESOURCES PTE. LTD.,MCF-2023-0718448,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Contract,Executive,3 years exp,"Banking and Finance, Design, Information Technology","['$5,000to$7,500']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Key Responsibilities
Program analysis and design
Development and Unit Test
Support SIT, UAT and MR
Comply with Bank SDM processes
Implementation
Post Implementation support
Support L3 in investigation

Key Requirements
Good knowledge of COBOL
Knowledge of RPG
Knowledge of OS400
3 to 5 years in IT industry with development background
Preferred in financial industry and will be an advantage with collection background."
Analyst Programmer,INNOPRO CONSULTANCY PTE. LTD.,MCF-2023-0718603,,Contract,Senior Executive,3 years exp,Information Technology,"['$4,800to$6,800']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Key Responsibilities
· Program analysis and design
· Development and Unit Test
· Support SIT, UAT and MR
· Comply with Bank SDM processes
· Implementation
· Post Implementation support
· Support L3 in investigation

Key Requirements
· Good knowledge of COBOL
· Knowledge of RPG
· Knowledge of OS400
· 3 to 5 years in IT industry with development background"
Investment Analyst,PRINCE CAPITAL PTE. LTD.,MCF-2023-0719273,"MARINA BAY FINANCIAL CENTRE, 10 MARINA BOULEVARD 018983",Permanent,Non-executive,3 years exp,"Admin / Secretarial, Marketing / Public Relations, Real Estate / Property Management","['$5,000to$5,600']",Monthly,1 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Assist in developing proformas for relevant assets in BOL and ensure that the development matches with required returns.
Assist in conducting feasibility analysis on relevant projects recommended relating to BOL and relevant assets of Prince Group.
Run macroeconomic analysis on relevant training projects.

Developing and documenting transaction rationale, including preparation and presentation
Developing business plans and financial models and executing transaction recommendations.
Performing comprehensive and in-depth company and industry research.
Participating in Marketing and fundraising activities including roadshows, and internal training.
Deal structuring and fundraising
Ad-hoc projects"
RESEARCH ANALYST,TWO TREES FUND MANAGEMENT PTE. LTD.,MCF-2023-0625540,"Centrium Square, 15-08 320 Serangoon Road 218108",Permanent,Executive,3 years exp,Banking and Finance,"['$4,000to$6,000']",Monthly,75 applications,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
MAIN AREAS
Conduct due diligence on companies and industries by researching, analysing financial data and market data;
Perform financial modelling and projection;
Draft and write research reports;
Generate investment or problem-solving ideas
REQUIREMENTS
Minimum degree in Accounting or Finance or other relevant professional Accounting or Finance qualifications
Preferably 3 years or more of working experience in a related-role in an asset management firm or audit firm.
Candidate with strong analytical and problem-solving or audit skill would have an advantage.
Strong intellectual curiosity and ability to dive deep into project fundamentals
Have a good understanding of Fund Management and Financial Markets – Equity/Fixed Income.
Highly adaptable and good inter-personal skills
Strong communication and presentation skills.
Ability to work well independently as well as in a team
Hands-on
Proficiency with MS Word, MS Excel and MS Powerpoint"
Laboratory Analyst,JMS SINGAPORE PTE LTD,MCF-2023-0719316,440 ANG MO KIO INDUSTRIAL PARK 1 569620,"Permanent, Full Time",Fresh/entry level,1 year exp,Sciences / Laboratory / R&D,"['$2,100to$2,700']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Job Description:
Assist in new / modified materials and process development program.
Perform microbiological / environmental / chemical analysis pertaining to product release, project and validation related testing.
Ensure that all tests are performed in accordance with written procedures.
Isolate and identify unusual contamination and their sources.
Write test method validation protocols for processes in which microbiological control is of significance.
Ensure documented sterilization procedures are provided.
Monitor the operation of sterilization facilities.
Appointed as a trainer on identified subject matter expert. Train new Lab staff.
Assessment of training effectiveness for new Lab Junior Technicians / Technicians.
Supervise junior technicians / technicians during testing and that will also include equipment troubleshooting, equipment failure handling and investigation.
Support Lab consumables purchase, inventory and control expenditure.
Assist in investigating microbiological / environmental / chemical analysis failure investigation. (not pertaining to Singapore site).
Conduct or review internal calibration and maintain calibration master list.
Verify tagging status and certificate of analysis for product release.
Verification test results obtained by QA Lab Junior Technician / QA Lab Technician.
Troubleshooting when equipment breakdown or malfunction.
Ensure and verify chemical mixing process is performed in accordance with written procedures.
Any other tasks assigned by superior if required.
Job Requirement:
Minimum Diploma in Chemical Process Technology/Biotechnology/Microbiology or in a related discipline.
Ability to work independently and willing to perform overtime when required to support the manufacturing operations.
Familiar with Microsoft Word, Excel and Access.
Good communication and writing skill.
Required to work in cleanroom environment.
Able to perform shift work (Day and night shift).
Entry level candidates are welcome to apply."
