title,company,job_post_id,address,employment_type,seniority,min_experience,job_category,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Project Management Officer (IT / Bank) - Ref: MY,A-IT SOFTWARE SERVICES PTE LTD,MCF-2023-0719337,,Contract,Executive,5 years exp,Information Technology,"['$3,500to$6,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Duties & Responsibilities:
• Develops software solutions by studying requirements and working closely with stakeholders and Finance Team.
• Implementation of SharePoint-based workflows
• Design, develop and maintain key components of the software suite using classic ASP, Microsoft .Net, and SharePoint Server 2019.
• Ongoing support for applications, designing, and customizing SharePoint solutions.
• Planning and implementing software version upgrade releases, troubleshooting, and debugging SharePoint sites.
• Establish a UI design framework, Dashboards, Establish user journeys, mock-ups, or clickable prototypes.
• Deliver Monthly budgeting related activities like, monthly accrual and monthly forecast submission to ensure no overspending, completion, and adherence to standard and governance.
• Track monthly actual spending for projects to facilitate budget monitoring and submission of forecasting and accrual by Project Managers.
• Lodge and register contract and issues MCR and PO
• Track and submit required Finance posting for chargeback and reversal.
• Ensure Project Managers or Technical Leads obtain the DOA in accordance to standard and governance to allow contract lodgement and budget spend.
• Lodge and register contract and issues MCR and PO
• Monitor assignment of resources to projects and track their work allocation through Teams.
• Monitor and patch any recovery gap reported.
• Maintain headcount, forecast, actual, contract tracking.

Requirements:
• 4+ years of experience in advanced SharePoint layout, design, maintenance, site implementations, and controls
• 5 – 8 years in project management, project delivery or PMO
• UI/UX Experience with SharePoint Online, including creating custom forms, tools, or reports with Power Apps, and creating workflows with Power Automate.
• Experience using BCS to connect external data sources such as Access and Excel, with working knowledge of SQL queries and stored procedures to analyze data from multiple sources, including some understanding of ETL (Extract, Transform, Load) techniques and processes.
• Strong knowledge of PMO analyst, finance processes, risk and project management standards
• High proficiency with Microsoft suite (Word, PowerPoint, Excel).
• Handle banking projects in the data analytics space in the past is an added advantage.
• Advance financial& business analysis skills
• Has keen attention to details with excellent analytical skills.
• Team player with good communication skills"
Production Support Analyst (Java) (IT / Bank) - Ref: MY,A-IT SOFTWARE SERVICES PTE LTD,MCF-2023-0718591,,Contract,Professional,10 years exp,Information Technology,"['$8,000to$10,000']",Monthly,0 application,Posted 20 Sep 2023,Closing on 20 Oct 2023,"Roles & Responsibilities
Key Responsibilities
Work in team of vendors to develop programs according to functional & technical specifications
Write program specifications and documentation / flowcharts
Perform/Review unit-testing
Support testing team for System integration testing
Support user acceptance testing
Manage and work with Technical team to implement solution that meet Business Requirements and are in alignment with organization's business objectives.
Responsible for the understanding and contributing to the technical solution from design through to code level.
Responsible for modifying existing programs when required.
Work closely with System Analyst in all change requests, analyze and review enhancements for compatibility and adhere to operating guidelines.
Support SIT and UAT issues and queries.
Work with SA on the SIT and UAT defects to triage and resolve.
Manage the application setup and deployment components
Troubleshoot, debug and provide production system support
Coordinate with internal teams and vendors to resolve application and system issues
Recommend and execute improvements
Partner with SA to understand Business needs by reviewing the Requirements specifications analyze impact to the application.
Execute tasks related to project / change request / maintenance request
Ensure project documentation is done up in accordance to bank standards
Ensure appropriate standards and procedures are adhered to during the development process to support quality deliverables.
Troubleshoot, debug and provide production system support
Key Requirements
The ideal candidate will be a dependable and result oriented technology delivery manager who can comfortably work in a large development organization in a globally distributed, dynamic work environment that fosters diversity, teamwork, and collaboration. He/she should be passionate about Technology and have a mindset to be technically hands-on if needed. Well-versed in the latest trends, especially around disruptive technology, and proven record in execution. The ability to work and thrive in high pressure environment is essential. This role will report to the Application Development Team Lead for the technical delivery of strategic projects.
Bachelor's Degree in Computer Science, Engineering or similar domain. Related professional/technical qualification will be advantageous although not mandatory
At least 10 years’ delivery record in developing and delivering global / regional Cards solutions for a multi-national/regional company with annual budgetary responsibility
Strong technical/platform knowledge on 3D Secure application (e.g. 2C2P, Arcot), Cards API, Loyalty & rewards (e.g. One Empower app)
Hands-on experience in leading Cards Technology delivery (e.g. Loyalty & Rewards app, CACS)
At least 5 years of hands-on working experience in the following:
Java platform / J2EE and Java web container such as JBoss EAP, Tomcat, WebLogic
Oracle database with excellent SQL skills
Web servers such as Apache HTTP Server
IBM MQ / web services
ConnectDirect
Unix/Linux/Windows with shell programming experience
Continuous Integration / Continuous Development/Delivery (CI/CD) toolset - Bitbucket, Jenkins, Artifactory, Sonar, Veracode, JIRA and Confluence
Open Banking API development"
IT Support,GLOBAMATRIX HOLDINGS PTE LTD,MCF-2023-0716592,"COMMONWEALTH CAPITAL BUILDING, 7 BUROH LANE 618291",Contract,Non-executive,1 year exp,Information Technology,"['$1,500to$2,500']",Monthly,1 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Purpose

This position will provide IT support, and participate in IT projects, special projects and initiatives that align with and support organizational strategies and business needs.
The successful candidate will assist and be involved in the timely execution and continual management of core IT processes.

Role and Responsibilities
Manage Network accounts to ensure that appropriate levels of network access are allocated and complied with the appropriate standards and protocols
Collect and collate data to produce network traffic reports for the purpose of planning changes in the network
Create a secure networking environment by monitoring and reporting security breaches and any unauthorised data access
Identify, analyse and solve network problems to improve levels of service
Perform 1st level support and troubleshooting for IT infrastructure and application
Develop and maintain IT-related documentation
Perform housekeeping of IT related equipment
Key Competencies
Diligent, meticulous with an eye for details, with minimal supervision
Good interpersonal and communication skills
Good Microsoft Office skills
Qualifications and Experience
NITEC/Higher NITEC with IT specialty
Part time students currently pursuing a Diploma in Infocomm & Security or any other IT-related discipline are welcome to apply
IT support and troubleshooting experience will be advantageous
6 months/1 year contract available, 5 days work week (negotiable if required)
Able to start immediately"
IT Engineer,BGC GROUP PTE. LTD.,MCF-2023-0715926,"CENTRAL PLAZA, 298 TIONG BAHRU ROAD 168730",Contract,Junior Executive,1 year exp,Information Technology,"['$2,200to$2,800']",Monthly,0 application,Posted 19 Sep 2023,Closing on 26 Sep 2023,"Roles & Responsibilities
1. Support on-site and remote end-users to resolve IT-related issues.(hardware/software/network) on their notebooks/desktops and related peripherals.
Perform installations, migrations, and troubleshooting on systems.
Troubleshooting of Desktop related issues.
Servers, database, and IT infrastructure maintenance and support including configuration upgrades.
Other tasks and projects as assigned by the Manager or Management.
Requirements
ITE/Diploma in Information Technology from recognized institutes.
Previous experience of working in an IT support role for about 1-2 years.
Ability to communicate effectively with a wide variety of people in a professional. manner, face to face, on the telephone, and in writing.
Ability to demonstrate practical troubleshooting and problem analysis techniques.
Ability to plan and prioritize workload without supervision.
Ability to prioritize, manage, and perform under pressure.
Excellent knowledge of Customer Service best practices.
Willing to work flexibly and with enthusiasm."
IT Executive,ISS INTERNATIONAL SCHOOL PTE. LTD.,MCF-2023-0714648,"INTERNATIONAL SCHOOL, 21 PRESTON ROAD 109355",Full Time,Fresh/entry level,1 year exp,Information Technology,"['$3,000to$3,500']",Monthly,4 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Summary
Reports to Manager, Information Technology on IT day-to-day operations and support functions.

Major Duties and Responsibilities:
Level 1 support, maintenance and resolution of hardware and software issues related to end-user desktops/laptops, servers, printers and other network issues within the campus.
Provide training to users in the usage of systems and access to networks.
Maintain and review IT documentation, covering infrastructure, inventory, service subscriptions and contracts.
Provide input for annual IT requirements planning and budgeting.
Analyse, and evaluate system and users’ requirements and make recommendations for IT upgrades.
Proactively identify acquisition opportunities of new innovation initiatives in line with the strategic objectives of the school.
Occasionally standby for events and exams after office hours upon request.
Undertake any other related assignment that may be given by the manager and/or his/her designate.
Requirements
Diploma in Information Technology
Good understanding of Google Workspace ecosystem and Microsoft Office.
Familiarity with various products which include Chromebooks, Macbooks, iMacs and Apple TV, Chromecast etc.
Ability to diagnose and troubleshoot basic technical issues.
Ability to support PCs/Printers/Projectors/IT Peripherals Setup and Maintenance.
Good interpersonal skills and a team player.
Strong communication skills with all team members.
Attention to detail and focus."
IT EXECUTIVE,KEONG HONG CONSTRUCTION PTE LTD,MCF-2023-0716879,"SUNGEI KADUT INDUSTRIAL ESTATE, 9 SUNGEI KADUT STREET 2 729230",Permanent,Executive,3 years exp,Building and Construction,"['$3,500to$4,500']",Monthly,3 applications,Posted 19 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
· Assist in administration of all employees IT assets
· Setting of accounts / laptops within the network
· Installation of drivers, maintenance and antivirus software as required
· Respond to incidents and request from users within the organisation
· Involved in data migration projects and other process improvements"
IT Admin,ENGGSOL PTE. LTD.,MCF-2023-0717964,,"Contract, Full Time",Executive,1 year exp,Information Technology,"['$2,000to$2,500']",Monthly,0 application,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Good communication and problem-solving skills.
Excellent interpersonal skills. Should be able to work with other team members and should be a good team player.
Dedicated as well as hard working individual with the intercommunication skills to work at all the level of organization.
Helpful and well-mannered.
Working tirelessly to enable the growth and development of organization that is customer centric and outward-looking.
Raising of Service Requests, Tracking of SRs, assets and organizational activities
Maintaining Assets tracking and movement
Broadcasting of Patches and Scheduled Maintenance. Formal Communication drafting knowledge is mandate.
Logging case and escalating to engineers, Email Transactions.
Knowledge of BSM / CA / ITSM is must.
Issue RSA token and Internet Separation Devices and maintaining the asset inventory of it as well
Proficient in Microsoft Office applications particularly in MS – Excel (must have knowledge of PIVOTs and Charts), minimum basic knowledge on Windows 10.
SharePoint experience is must and Candidate must have knowledge on how to maintain database and forms in SharePoint.
Data Entry is one of the key deliverables hence must know how to maintain Excel and SharePoint Database.
Having knowledge on WOG (Government) domain is appreciated."
IT EXECUTIVE,COGENT HOLDINGS PTE. LTD.,MCF-2023-0531609,"COGENT 1.LOGISTICS HUB, 1 BUROH CRESCENT 627545",Permanent,Executive,2 years exp,Information Technology,"['$3,500to$4,500']",Monthly,31 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Job Description:
1. Provide 1st and 2nd level support for business software and hardware related incidents
2. Ensure timely resolution of requests and incidents
3. Escalate and reproduction of technical issues for the application or infrastructure team for troubleshooting
4. Create and maintain comprehensive documentation / knowledgebase to ensure support, maintenance and recovery of all IT systems. Including system descriptions / configurations, change management, policies & procedures
5. Monito system health and performance.
6. Maintain correspondence including documentation of user guides and other resources.
7. Conduct end-user training

Job Requirements:
1. Diploma in Information Technology or above
2. Basic knowledge and/or understanding of general software development lifecycle and best practices will be an advantage
3. Experience in project management
4. Experience in software testing is a plus, especially for Business Intelligence
5. Basic understanding of operating systems especially Windows and Linux
6. Basic scripting knowledge is an advantage
7. Possess strong analytical and problem-solving skills
8. Fast learner and willing to learn new technologies
9. Good communicat in both oral and written form
10. Team player

Others Information:
1. 5-days work week
2. Meal allowance
3. Medical, dental & insurance benefits
4. Company Transport: 2 ways from Jurong East"
JUNIOR IT ADMIN,NOKO GLOBAL,MCF-2023-0605399,,"Part Time, Permanent, Full Time",Junior Executive,1 year exp,Telecommunications,"['$500to$5,000']",Monthly,35 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Responsibilities • ID administration creation/removal of system account. • Process Purchase Requisition via system • Process Service Requests, month-end reports, update batch job schedules on Microsoft Project • Maintain project documentation on SharePoint. • Maintain project asset record in system – asset transfer, disposal and tracking. • Ensure accuracy of all IT hardware and software assets • Maintaining accurate inventory data collection, storage, tracking, and maintenance of information associated with IT hardware and software within contracted service levels at the account. Requirements • ITE/Diploma in any IT field • Best with IT administration experience • Good in Microsoft Office (Excel, Words, PowerPoint)"
"Assistant Manager, IT",ISS INTERNATIONAL SCHOOL PTE. LTD.,MCF-2023-0714654,"INTERNATIONAL SCHOOL, 21 PRESTON ROAD 109355",Full Time,Manager,2 years exp,Information Technology,"['$4,500to$5,500']",Monthly,7 applications,Posted 19 Sep 2023,Closing on 19 Oct 2023,"Roles & Responsibilities
Summary:
The Assistant IT Manager reports to the Director, Finance and Operation and assumes the critical role of being the gatekeeper for company data security measures and the linchpin for ensuring unwavering stability in the digital infrastructure. Responsible for overseeing day-to-day IT operations and support functions, this role involves managing helpdesk operations, evaluating technology needs, proposing upgrades, implementing IT policies, providing technical support, and vigilantly upholding data security measures.

Major Duties and Responsibilities:
Supervise and support the helpdesk operations, ensuring timely and effective resolution of technical issues.
Collaborate with users and departments to gather resource requirements, proposing and implementing upgrades and solutions to enhance the IT infrastructure.
Evaluate the school's technology usage, computing needs, and system requirements. Recommend enhancements to hardware, software, and infrastructure.
Assist in the development, implementation, and documentation of new IT policies and processes.
Contribute to the preparation of laptops for new staff, teachers, and students. Perform software installations as required.
Provide technical assistance to administrative and academic staff, resolving hardware and software-related issues.
Administer, maintain, and oversee Google accounts for staff, teachers, and students. Ensure the integrity and accuracy of the directory information.
Offer vigilant technical support for the school's network infrastructure, ensuring seamless connectivity.
Log and manage support requests/incidents through email and logging systems.
Provide reliable assistance for IP phone systems, ensuring uninterrupted communication and system stability.
Participate in testing new hardware and software, focusing on security, stability, and recommending enhancements.
Proactively monitor network traffic, remote and local server status, bandwidth allocation, and perform regular backups to ensure stability and data security.
Perform initial troubleshooting of server and network issues, ensuring rapid problem resolution.
Coordinate and supervise the installation of IT equipment when required.
Maintain accurate records of all IT assets. Ensure alignment with Finance's asset list.
Request and evaluate quotations from vendors for IT-related purchases.
Provide standby technical support during examinations to ensure smooth IT operations.
Manage, supervise, and train new IT staff, fostering a culture of stability, security and high performance standards.
Perform other duties as assigned by the Supervisor.
Requirements
Diploma in Information Technology or Computer Science.
Proficient understanding of Google Workspace and Microsoft Office.
Familiarity with various devices including Chromebooks, Macbooks, iMacs, Apple TV, and Chromecast.
Basic diagnostic and troubleshooting skills for technical issues.
Ability to support PCs, printers, projectors, and IT peripherals setup and maintenance.
Knowledge of Firewall, DNS, DHCP, NTP, SMTP, FTP, Anti-Virus, and system monitoring setup and management.
Familiarity with Wintel Servers and virtualization technologies (advantageous).
Strong interpersonal skills and a collaborative team player.
Excellent communication skills for effective interaction within the team.
Meticulous attention to detail and focus on tasks."
